exercice;loi;typeBudget;ministere;mission;programme;action;sous-action;categorie;titre;ae;cp
2023.0;PLF;BG;3.0;AC;215.0;215-04;;31.0;3.0;19969856.0;16800888.0
2023.0;PLF;BG;70.0;DA;178.0;;178-01-21;51.0;5.0;37735460.0;19746506.0
2023.0;PLF;BG;3.0;AC;206.0;206-06;;23.0;2.0;2702815.0;2702815.0
2023.0;PLF;BG;70.0;DA;212.0;;212-08-01;53.0;5.0;20048948.0;30695132.0
2023.0;PLF;BG;12.0;DC;129.0;129-10;;31.0;3.0;58598266.0;77378015.0
2023.0;PLF;BG;7.0;GA;218.0;218-09;;23.0;2.0;4629013.0;4629013.0
2023.0;PLF;BG;3.0;RA;142.0;142-01;;61.0;6.0;38065514.0;38065514.0
2023.0;PLF;BG;10.0;JA;107.0;107-04;;22.0;2.0;127284469.0;127284469.0
2023.0;PLF;BG;3.0;AC;149.0;149-22;;62.0;6.0;264310502.0;262409628.0
2023.0;PLF;BG;12.0;DC;129.0;129-10;;22.0;2.0;16541955.0;16541955.0
2023.0;PLF;BG;6.0;EC;141.0;141-07;;63.0;6.0;424615.0;424615.0
2023.0;PLF;BG;1.0;AA;151.0;151-02;;61.0;6.0;105750000.0;105750000.0
2023.0;PLF;BG;7.0;RB;195.0;195-02;;64.0;6.0;130421498.0;130421498.0
2023.0;PLF;BG;23.0;TA;203.0;203-42;;32.0;3.0;253673883.0;253673883.0
2023.0;PLF;BG;23.0;VA;112.0;112-11;;63.0;6.0;196556726.0;118818189.0
2023.0;PLF;BG;12.0;AV;422.0;422-05;;62.0;6.0;0.0;13000000.0
2023.0;PLF;BG;56.0;SE;157.0;157-12;;61.0;6.0;14039750347.0;14039750347.0
2023.0;PLF;BG;2.0;CB;361.0;361-01;;53.0;5.0;11228800.0;11228800.0
2023.0;PLF;BG;9.0;AB;232.0;232-03;;51.0;5.0;390746.0;472711.0
2023.0;PLF;BG;3.0;RA;142.0;142-01;;23.0;2.0;1332668.0;1332668.0
2023.0;PLF;BG;3.0;RA;142.0;142-02;;64.0;6.0;4235523.0;4235523.0
2023.0;PLF;BG;23.0;TA;217.0;217-08;;22.0;2.0;214750852.0;214750852.0
2023.0;PLF;BG;10.0;JA;310.0;310-04;;53.0;5.0;1140000.0;1140000.0
2023.0;PLF;BG;9.0;AB;232.0;232-02;;63.0;6.0;520000.0;520000.0
2023.0;PLF;BG;23.0;TA;113.0;113-01;;62.0;6.0;12352.0;12734.0
2023.0;PLF;BG;10.0;JA;166.0;166-03;;21.0;2.0;43770386.0;43770386.0
2023.0;PLF;BG;3.0;AC;206.0;206-04;;52.0;5.0;700000.0;700000.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;61.0;6.0;3661.0;3661.0
2023.0;PLF;BA;23.0;XC;613.0;613-04;;53.0;5.0;3000000.0;3000000.0
2023.0;PLF;BG;3.0;EC;143.0;143-04;;61.0;6.0;708590.0;708590.0
2023.0;PLF;BG;7.0;DB;134.0;134-23;;21.0;2.0;76357845.0;76357845.0
2023.0;PLF;BG;38.0;RA;150.0;150-15;;21.0;2.0;73124559.0;73124559.0
2023.0;PLF;BG;23.0;TA;217.0;217-22;;22.0;2.0;6242397.0;6242397.0
2023.0;PLF;BG;23.0;VA;147.0;147-01;;63.0;6.0;166520586.0;166520586.0
2023.0;PLF;BG;23.0;TA;113.0;113-01;;61.0;6.0;17543.0;18085.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;63.0;6.0;105331919.0;105331919.0
2023.0;PLF;BG;9.0;SB;161.0;161-14;;64.0;6.0;200000.0;200000.0
2023.0;PLF;BG;2.0;CB;175.0;175-02;;32.0;3.0;17965885.0;17965885.0
2023.0;PLF;BG;12.0;CA;165.0;165-06;;31.0;3.0;153214845.0;81905762.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;64.0;6.0;303868977.0;303868977.0
2023.0;PLF;BG;9.0;AB;216.0;216-10;;31.0;3.0;270000.0;270000.0
2023.0;PLF;BG;6.0;EC;140.0;140-01;;22.0;2.0;2702392343.0;2702392343.0
2023.0;PLF;BG;38.0;RA;172.0;172-15;;64.0;6.0;109619648.0;109619648.0
2023.0;PLF;BG;12.0;DC;308.0;308-09;;21.0;2.0;13445380.0;13445380.0
2023.0;PLF;BG;7.0;PR;362.0;362-01;;51.0;5.0;0.0;122279972.0
2023.0;PLF;BG;6.0;EC;141.0;141-06;;22.0;2.0;582221132.0;582221132.0
2023.0;PLF;BG;10.0;JA;166.0;166-06;;22.0;2.0;208539785.0;208539785.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-01;23.0;2.0;990835.0;990835.0
2023.0;PLF;BG;70.0;DA;178.0;178-07;;31.0;3.0;30000000.0;30000000.0
2023.0;PLF;BG;23.0;TA;217.0;217-28;;21.0;2.0;32765541.0;32765541.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-85;64.0;6.0;3061390.0;214661.0
2023.0;PLF;BG;7.0;DB;134.0;134-24;;21.0;2.0;145123752.0;145123752.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-02;64.0;6.0;2375002226.0;2385533882.0
2023.0;PLF;BG;70.0;DA;212.0;212-05;;31.0;3.0;119221303.0;111746012.0
2023.0;PLF;BG;12.0;CA;164.0;164-21;;23.0;2.0;265701.0;265701.0
2023.0;PLF;BG;3.0;RA;142.0;142-02;;21.0;2.0;1856420.0;1856420.0
2023.0;PLF;BG;12.0;TA;205.0;205-02;;61.0;6.0;937500.0;937500.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-56;51.0;5.0;0.0;2523735.0
2023.0;PLF;BG;35.0;SA;204.0;204-11;;63.0;6.0;0.0;2000000.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;62.0;6.0;24805428.0;21184875.0
2023.0;PLF;BG;12.0;AV;424.0;424-05;;31.0;3.0;0.0;450000000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-01-02;23.0;2.0;4594429.0;4594429.0
2023.0;PLF;BG;9.0;OA;123.0;123-04;;64.0;6.0;2000000.0;2000000.0
2023.0;PLF;BG;70.0;DA;212.0;212-05;;51.0;5.0;577500.0;578863.0
2023.0;PLF;BG;12.0;DC;308.0;308-13;;22.0;2.0;173532.0;173532.0
2023.0;PLF;BG;9.0;SB;207.0;207-03;;51.0;5.0;3922635.0;3922635.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-05;23.0;2.0;224357.0;224357.0
2023.0;PLF;BG;12.0;DC;129.0;129-16;;21.0;2.0;13689506.0;13689506.0
2023.0;PLF;BG;9.0;AB;232.0;232-03;;23.0;2.0;106557.0;106557.0
2023.0;PLF;CAS;7.0;YD;741.0;741-01;;22.0;2.0;562295098.0;562295098.0
2023.0;PLF;BG;3.0;AC;206.0;206-02;;31.0;3.0;75696494.0;75407049.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-46;31.0;3.0;0.0;114416.0
2023.0;PLF;BG;23.0;TA;217.0;217-23;;21.0;2.0;41448294.0;41448294.0
2023.0;PLF;BG;9.0;AB;232.0;232-02;;21.0;2.0;943700.0;943700.0
2023.0;PLF;BG;1.0;AA;185.0;185-06;;21.0;2.0;59145226.0;59145226.0
2023.0;PLF;BG;9.0;SB;152.0;;152-03-01;21.0;2.0;1183926779.0;1183926779.0
2023.0;PLF;BG;23.0;TA;203.0;203-52;;31.0;3.0;4850000.0;4850000.0
2023.0;PLF;BG;36.0;TB;103.0;;103-02-03;64.0;6.0;1000000.0;1000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-04;21.0;2.0;56688866.0;56688866.0
2023.0;PLF;BG;6.0;EC;141.0;141-11;;23.0;2.0;10159371.0;10159371.0
2023.0;PLF;BG;6.0;EC;140.0;140-03;;22.0;2.0;937931523.0;937931523.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;64.0;6.0;74885440.0;73848804.0
2023.0;PLF;BG;12.0;DC;308.0;308-13;;31.0;3.0;71694.0;71694.0
2023.0;PLF;BG;2.0;CB;224.0;224-06;;64.0;6.0;8074895.0;8074895.0
2023.0;PLF;BG;9.0;AB;232.0;232-01;;64.0;6.0;68670672.0;68670672.0
2023.0;PLF;BG;38.0;RA;150.0;150-03;;64.0;6.0;5863093.0;5863093.0
2023.0;PLF;BG;7.0;GA;156.0;156-06;;23.0;2.0;476995.0;476995.0
2023.0;PLF;BG;70.0;DA;212.0;;212-61-02;23.0;2.0;121237363.0;121237363.0
2023.0;PLF;BG;3.0;AC;215.0;215-03;;22.0;2.0;118167131.0;118167131.0
2023.0;PLF;BG;70.0;DA;178.0;;178-04-05;31.0;3.0;109571668.0;106009778.0
2023.0;PLF;BG;38.0;RA;150.0;150-05;;21.0;2.0;16731157.0;16731157.0
2023.0;PLF;BG;3.0;AC;206.0;206-01;;62.0;6.0;2072000.0;2005000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-24;31.0;3.0;4773000.0;26581357.0
2023.0;PLF;BG;50.0;TR;349.0;349-02;;31.0;3.0;12640000.0;12640000.0
2023.0;PLF;BG;9.0;OA;138.0;138-02;;63.0;6.0;6682746.0;6630900.0
2023.0;PLF;BG;23.0;TA;181.0;181-09;;52.0;5.0;100000.0;100000.0
2023.0;PLF;BG;9.0;SB;152.0;;152-03-01;22.0;2.0;1212592334.0;1212592334.0
2023.0;PLF;BG;9.0;SB;152.0;;152-03-02;22.0;2.0;5460078.0;5460078.0
2023.0;PLF;BG;70.0;DA;212.0;;212-08-01;32.0;3.0;30406679.0;30406679.0
2023.0;PLF;BG;7.0;RA;193.0;193-06;;32.0;3.0;52905553.0;52905553.0
2023.0;PLF;BG;7.0;PR;362.0;362-02;;31.0;3.0;0.0;3619786.0
2023.0;PLF;BG;6.0;EC;214.0;214-10;;63.0;6.0;3322845.0;3322845.0
2023.0;PLF;BG;6.0;SF;163.0;163-02;;31.0;3.0;1795750.0;1795750.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;21.0;2.0;1792778.0;1792778.0
2023.0;PLF;BG;12.0;DC;129.0;129-03;;22.0;2.0;4978129.0;4978129.0
2023.0;PLF;BG;23.0;VA;177.0;177-11;;64.0;6.0;31771000.0;31771000.0
2023.0;PLF;BG;7.0;GA;218.0;218-05;;21.0;2.0;116938056.0;116938056.0
2023.0;PLF;BG;12.0;DC;129.0;129-16;;51.0;5.0;7000000.0;3250000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-75;51.0;5.0;186842098.0;171882068.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-86;51.0;5.0;109153065.0;79732506.0
2023.0;PLF;CAS;7.0;YD;743.0;743-07;;61.0;6.0;55400.0;55400.0
2023.0;PLF;BG;70.0;DA;212.0;;212-66-06;23.0;2.0;74111.0;74111.0
2023.0;PLF;BG;12.0;VA;162.0;162-02;;31.0;3.0;1232356.0;917967.0
2023.0;PLF;BG;38.0;RA;172.0;172-18;;64.0;6.0;73441719.0;73441719.0
2023.0;PLF;BG;56.0;SE;304.0;304-15;;31.0;3.0;2353424.0;2353424.0
2023.0;PLF;BG;3.0;AC;149.0;149-24;;62.0;6.0;589741275.0;516367875.0
2023.0;PLF;BG;43.0;TA;345.0;;345-13-01;62.0;6.0;72000000.0;72000000.0
2023.0;PLF;BG;9.0;OA;138.0;138-02;;64.0;6.0;3738600.0;3738600.0
2023.0;PLF;BG;10.0;JA;101.0;101-01;;61.0;6.0;639360861.0;639360861.0
2023.0;PLF;BG;10.0;JA;166.0;166-05;;23.0;2.0;53478.0;53478.0
2023.0;PLF;BG;12.0;AV;421.0;421-04;;64.0;6.0;0.0;90000000.0
2023.0;PLF;BG;3.0;AC;149.0;149-27;;32.0;3.0;275526272.0;275526272.0
2023.0;PLF;BG;43.0;RA;190.0;;190-17-01;32.0;3.0;61000000.0;61000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-07;23.0;2.0;7677.0;7677.0
2023.0;PLF;BA;12.0;XJ;624.0;624-01;;51.0;5.0;3287000.0;2197000.0
2023.0;PLF;BG;12.0;DC;308.0;308-02;;31.0;3.0;4102239.0;4102239.0
2023.0;PLF;BG;70.0;DA;212.0;;212-50-02;21.0;2.0;76882970.0;76882970.0
2023.0;PLF;BG;70.0;DA;212.0;;212-53-01;22.0;2.0;1677753298.0;1677753298.0
2023.0;PLF;BG;10.0;JA;166.0;166-08;;21.0;2.0;9535590.0;9535590.0
2023.0;PLF;BG;56.0;SE;304.0;304-14;;32.0;3.0;2900000.0;2900000.0
2023.0;PLF;BG;7.0;PB;511.0;511-01;;10.0;1.0;571005584.0;571005584.0
2023.0;PLF;BA;23.0;XC;614.0;614-02;;52.0;5.0;6166355.0;6166355.0
2023.0;PLF;BG;9.0;AB;216.0;216-01;;22.0;2.0;259194565.0;259194565.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-08;22.0;2.0;21041149.0;21041149.0
2023.0;PLF;BG;70.0;DA;212.0;;212-56-01;21.0;2.0;1451521964.0;1451521964.0
2023.0;PLF;BG;10.0;JA;310.0;310-09;;52.0;5.0;200500000.0;154343749.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-06;23.0;2.0;36354.0;36354.0
2023.0;PLF;BG;2.0;CB;175.0;175-08;;63.0;6.0;2177118.0;2177118.0
2023.0;PLF;BG;7.0;PR;363.0;363-06;;52.0;5.0;0.0;36500000.0
2023.0;PLF;BG;9.0;AB;354.0;354-06;;51.0;5.0;75623057.0;56996399.0
2023.0;PLF;BG;38.0;RA;150.0;150-14;;32.0;3.0;927710535.0;927710535.0
2023.0;PLF;BG;3.0;AC;149.0;149-26;;62.0;6.0;19748650.0;25768637.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-08;23.0;2.0;7497274.0;7497274.0
2023.0;PLF;BG;9.0;SB;207.0;207-01;;31.0;3.0;8743342.0;8743342.0
2023.0;PLF;BG;6.0;EC;141.0;141-02;;64.0;6.0;1524798.0;1524798.0
2023.0;PLF;BG;36.0;TB;103.0;;103-03-02;64.0;6.0;6000000.0;6000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-04;23.0;2.0;373681.0;373681.0
2023.0;PLF;BG;70.0;MB;169.0;169-08;;64.0;6.0;30000.0;30000.0
2023.0;PLF;BG;6.0;SF;163.0;163-02;;64.0;6.0;122910452.0;122910452.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-03;22.0;2.0;3204878.0;3204878.0
2023.0;PLF;BG;6.0;EC;141.0;141-04;;23.0;2.0;44627.0;44627.0
2023.0;PLF;BG;10.0;JA;166.0;166-08;;23.0;2.0;65993.0;65993.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-66;51.0;5.0;0.0;516519.0
2023.0;PLF;BG;9.0;OA;123.0;123-09;;63.0;6.0;53346329.0;36326507.0
2023.0;PLF;BG;9.0;IA;303.0;303-04;;51.0;5.0;20982448.0;20982449.0
2023.0;PLF;BA;23.0;XC;612.0;612-02;;31.0;3.0;70575000.0;70575000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-04-03;22.0;2.0;21267213.0;21267213.0
2023.0;PLF;BG;70.0;DA;212.0;212-11;;32.0;3.0;75513842.0;75513842.0
2023.0;PLF;BG;10.0;JA;310.0;310-01;;21.0;2.0;6461431.0;6461431.0
2023.0;PLF;BG;23.0;TA;217.0;217-16;;22.0;2.0;98245729.0;98245729.0
2023.0;PLF;BG;1.0;AD;209.0;209-07;;64.0;6.0;374066490.0;374066490.0
2023.0;PLF;BG;12.0;CA;165.0;165-02;;21.0;2.0;38433621.0;38433621.0
2023.0;PLF;BG;10.0;JA;310.0;310-03;;22.0;2.0;7204078.0;7204078.0
2023.0;PLF;BG;10.0;JA;107.0;107-02;;64.0;6.0;7740923.0;7740923.0
2023.0;PLF;BG;38.0;RA;172.0;172-16;;64.0;6.0;626000.0;626000.0
2023.0;PLF;BG;3.0;AC;215.0;215-04;;63.0;6.0;450000.0;450000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-07;32.0;3.0;27735118.0;27735118.0
2023.0;PLF;BG;7.0;DB;134.0;134-24;;31.0;3.0;9714646.0;9761035.0
2023.0;PLF;BG;7.0;AD;365.0;365-01;;71.0;7.0;150000000.0;150000000.0
2023.0;PLF;BG;9.0;SB;152.0;;152-05-01;22.0;2.0;77117666.0;77117666.0
2023.0;PLF;BG;12.0;DC;129.0;129-15;;23.0;2.0;6024.0;6024.0
2023.0;PLF;BG;3.0;AC;215.0;215-03;;23.0;2.0;4604257.0;4604257.0
2023.0;PLF;BA;23.0;XC;613.0;613-01;;21.0;2.0;888579402.0;888579402.0
2023.0;PLF;BG;36.0;TB;155.0;155-08;;31.0;3.0;2395687.0;2613192.0
2023.0;PLF;CAS;7.0;YB;723.0;723-11;;72.0;7.0;3000000.0;3000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-07;23.0;2.0;1948149.0;1948149.0
2023.0;PLF;BG;6.0;EC;140.0;140-03;;31.0;3.0;4540873.0;4540873.0
2023.0;PLF;BG;7.0;GA;156.0;156-09;;22.0;2.0;441907032.0;441907032.0
2023.0;PLF;BG;10.0;JA;310.0;310-10;;64.0;6.0;280000.0;280000.0
2023.0;PLF;BG;7.0;DB;305.0;305-01;;23.0;2.0;767436.0;767436.0
2023.0;PLF;BG;6.0;EC;141.0;141-10;;23.0;2.0;4461508.0;4461508.0
2023.0;PLF;BG;7.0;EB;344.0;344-01;;64.0;6.0;0.0;185760311.0
2023.0;PLF;BG;70.0;DA;212.0;212-62;;22.0;2.0;15803383.0;15803383.0
2023.0;PLF;BG;36.0;TB;102.0;;102-01-02;32.0;3.0;1250446848.0;1250446848.0
2023.0;PLF;BG;6.0;EC;230.0;230-02;;63.0;6.0;3790000.0;3790000.0
2023.0;PLF;BG;6.0;EC;214.0;214-04;;31.0;3.0;5979908.0;5979908.0
2023.0;PLF;BG;7.0;GA;302.0;302-03;;51.0;5.0;10067679.0;15179847.0
2023.0;PLF;BG;70.0;MB;169.0;;169-03-32;64.0;6.0;310000.0;310000.0
2023.0;PLF;BG;7.0;GA;156.0;156-02;;23.0;2.0;9998643.0;9998643.0
2023.0;PLF;BG;42.0;SF;219.0;219-03;;32.0;3.0;200000.0;200000.0
2023.0;PLF;BG;6.0;EC;141.0;141-08;;21.0;2.0;206475463.0;206475463.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;72.0;7.0;2421588.0;2421588.0
2023.0;PLF;BG;43.0;TA;345.0;;345-17-02;62.0;6.0;3042151508.0;3042151508.0
2023.0;PLF;BG;50.0;TR;368.0;368-02;;21.0;2.0;7138489.0;7138489.0
2023.0;PLF;BG;3.0;RA;142.0;142-01;;21.0;2.0;145287790.0;145287790.0
2023.0;PLF;BG;7.0;PR;362.0;362-01;;72.0;7.0;0.0;203364905.0
2023.0;PLF;BG;6.0;EC;141.0;141-05;;64.0;6.0;39209.0;39209.0
2023.0;PLF;BG;9.0;SB;161.0;161-11;;64.0;6.0;7590000.0;7590000.0
2023.0;PLF;BG;2.0;MA;334.0;334-01;;32.0;3.0;233904406.0;233904406.0
2023.0;PLF;BG;70.0;DA;212.0;;212-63-01;22.0;2.0;73250.0;73250.0
2023.0;PLF;BG;9.0;OA;123.0;123-03;;62.0;6.0;6163901.0;6463901.0
2023.0;PLF;CAS;7.0;YB;723.0;723-11;;31.0;3.0;67000000.0;32000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-05;22.0;2.0;2700755.0;2700755.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-01;32.0;3.0;63000000.0;63000000.0
2023.0;PLF;BG;7.0;RD;200.0;;200-13-06;31.0;3.0;760000000.0;760000000.0
2023.0;PLF;BG;6.0;EC;214.0;214-02;;31.0;3.0;5995647.0;5995647.0
2023.0;PLF;BG;7.0;DB;305.0;305-04;;31.0;3.0;90000.0;90000.0
2023.0;PLF;BG;7.0;EB;114.0;;114-04-02;65.0;6.0;97500000.0;97500000.0
2023.0;PLF;BG;70.0;MB;169.0;169-09;;64.0;6.0;13071689.0;13071689.0
2023.0;PLF;BA;12.0;XJ;623.0;623-02;;52.0;5.0;5032331.0;5363081.0
2023.0;PLF;BG;7.0;RD;200.0;;200-12-04;62.0;6.0;2016000000.0;2016000000.0
2023.0;PLF;BG;10.0;JA;166.0;166-01;;31.0;3.0;57335007.0;57335007.0
2023.0;PLF;BG;6.0;SF;163.0;163-01;;31.0;3.0;1557804.0;1557804.0
2023.0;PLF;BG;7.0;TR;348.0;348-12;;51.0;5.0;15157734.0;234179029.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-01;22.0;2.0;63694766.0;63694766.0
2023.0;PLF;BG;2.0;CB;175.0;175-04;;64.0;6.0;1480050.0;1480050.0
2023.0;PLF;BG;43.0;TA;345.0;;345-14-03;62.0;6.0;7612626.0;7612626.0
2023.0;PLF;BG;36.0;TB;103.0;;103-01-01;64.0;6.0;14093305.0;14383017.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-77;31.0;3.0;3719500.0;8038649.0
2023.0;PLF;BG;10.0;JA;107.0;107-02;;61.0;6.0;8045880.0;8045880.0
2023.0;PLF;BG;10.0;JA;310.0;310-05;;22.0;2.0;1386008.0;1386008.0
2023.0;PLF;BG;7.0;TR;348.0;348-13;;51.0;5.0;0.0;157517941.0
2023.0;PLF;CCF;7.0;ZB;823.0;823-01;;71.0;7.0;208800000.0;208800000.0
2023.0;PLF;BG;2.0;CB;175.0;175-03;;63.0;6.0;23160000.0;23160000.0
2023.0;PLF;BG;38.0;RA;150.0;150-15;;32.0;3.0;1545693330.0;1545693330.0
2023.0;PLF;BG;7.0;GA;302.0;302-05;;21.0;2.0;70084439.0;70084439.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;31.0;3.0;13740855.0;13740855.0
2023.0;PLF;BG;6.0;EC;214.0;214-11;;22.0;2.0;75378021.0;75378021.0
2023.0;PLF;BG;6.0;EC;230.0;230-03;;21.0;2.0;929887761.0;929887761.0
2023.0;PLF;BG;10.0;JA;310.0;310-03;;23.0;2.0;54416.0;54416.0
2023.0;PLF;BG;2.0;CB;361.0;361-01;;61.0;6.0;41355462.0;41355462.0
2023.0;PLF;BG;1.0;AD;209.0;209-02;;64.0;6.0;2063033767.0;1977468954.0
2023.0;PLF;BG;7.0;GA;302.0;302-03;;21.0;2.0;67041554.0;67041554.0
2023.0;PLF;BG;7.0;EB;369.0;369-01;;72.0;7.0;0.0;6586486312.0
2023.0;PLF;BG;12.0;DC;308.0;308-05;;22.0;2.0;1525262.0;1525262.0
2023.0;PLF;BG;3.0;AC;206.0;206-02;;64.0;6.0;20379076.0;17996103.0
2023.0;PLF;BG;7.0;PR;362.0;362-02;;62.0;6.0;0.0;164525160.0
2023.0;PLF;BG;10.0;JA;182.0;182-03;;22.0;2.0;38287171.0;38287171.0
2023.0;PLF;BG;3.0;AC;149.0;149-26;;63.0;6.0;46234678.0;46899370.0
2023.0;PLF;BG;3.0;AC;215.0;215-04;;21.0;2.0;30205710.0;30205710.0
2023.0;PLF;BG;9.0;OA;123.0;123-08;;63.0;6.0;110000000.0;66056396.0
2023.0;PLF;BG;10.0;JA;310.0;310-05;;31.0;3.0;27300000.0;27300000.0
2023.0;PLF;BG;43.0;TA;345.0;;345-10-01;62.0;6.0;34349736.0;34349736.0
2023.0;PLF;BG;12.0;VA;162.0;162-12;;64.0;6.0;2158091.0;2158025.0
2023.0;PLF;BG;6.0;EC;140.0;140-04;;31.0;3.0;26510275.0;26510275.0
2023.0;PLF;BG;3.0;AC;206.0;206-01;;32.0;3.0;1100000.0;1100000.0
2023.0;PLF;BG;9.0;AB;232.0;232-03;;21.0;2.0;3860273.0;3860273.0
2023.0;PLF;BG;12.0;CA;164.0;164-27;;23.0;2.0;178190.0;178190.0
2023.0;PLF;BG;12.0;CA;165.0;165-02;;23.0;2.0;329194.0;329194.0
2023.0;PLF;BG;6.0;EC;139.0;139-10;;21.0;2.0;89075748.0;89075748.0
2023.0;PLF;BG;3.0;AC;206.0;206-01;;31.0;3.0;8955087.0;8681150.0
2023.0;PLF;BG;70.0;DA;144.0;;144-07-03;62.0;6.0;45000000.0;45000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-42;51.0;5.0;21974000.0;9180332.0
2023.0;PLF;BG;12.0;TA;205.0;205-07;;72.0;7.0;198957.0;198957.0
2023.0;PLF;BG;43.0;TA;174.0;174-01;;31.0;3.0;75081359.0;75081359.0
2023.0;PLF;BG;70.0;DA;212.0;212-11;;64.0;6.0;100000.0;100000.0
2023.0;PLF;BG;38.0;RA;231.0;231-04;;32.0;3.0;104493928.0;104493928.0
2023.0;PLF;BG;70.0;DA;178.0;;178-01-11;52.0;5.0;9971000.0;4676728.0
2023.0;PLF;BG;6.0;EC;141.0;141-02;;63.0;6.0;11108299.0;11108299.0
2023.0;PLF;BG;70.0;DA;212.0;;212-08-01;31.0;3.0;1100240.0;1100240.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-02;62.0;6.0;313887123.0;313887123.0
2023.0;PLF;BG;9.0;AB;216.0;216-09;;22.0;2.0;48549878.0;48549878.0
2023.0;PLF;BG;9.0;SB;176.0;;176-03-02;21.0;2.0;227745572.0;227745572.0
2023.0;PLF;BG;38.0;RA;150.0;150-13;;72.0;7.0;300000.0;300000.0
2023.0;PLF;BG;7.0;GA;218.0;218-05;;51.0;5.0;119770000.0;19050000.0
2023.0;PLF;BG;7.0;DB;220.0;220-01;;22.0;2.0;40234786.0;40234786.0
2023.0;PLF;BG;1.0;AA;151.0;151-03;;22.0;2.0;8540435.0;8540435.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-30;51.0;5.0;3427800.0;127742641.0
2023.0;PLF;BG;7.0;RA;192.0;192-01;;61.0;6.0;7365460.0;7365460.0
2023.0;PLF;BG;6.0;EC;141.0;141-01;;21.0;2.0;7454646057.0;7454646057.0
2023.0;PLF;BG;9.0;IA;104.0;104-12;;64.0;6.0;121448792.0;121448792.0
2023.0;PLF;BG;7.0;DB;134.0;134-04;;31.0;3.0;3523000.0;3523000.0
2023.0;PLF;BG;3.0;AC;206.0;206-03;;64.0;6.0;301298.0;541298.0
2023.0;PLF;BG;6.0;EC;214.0;214-03;;23.0;2.0;243785.0;243785.0
2023.0;PLF;CAS;7.0;YB;723.0;723-11;;51.0;5.0;240000000.0;135000000.0
2023.0;PLF;BG;23.0;RC;119.0;119-06;;63.0;6.0;265516651.0;265516651.0
2023.0;PLF;BG;1.0;AA;105.0;105-07;;51.0;5.0;85929323.0;77391487.0
2023.0;PLF;BG;7.0;DB;220.0;220-01;;31.0;3.0;10197280.0;9197281.0
2023.0;PLF;CAS;7.0;YD;741.0;741-02;;31.0;3.0;100000.0;100000.0
2023.0;PLF;BG;43.0;RA;190.0;;190-14-03;71.0;7.0;0.0;16000000.0
2023.0;PLF;BG;50.0;TR;349.0;349-01;;52.0;5.0;71770000.0;41288000.0
2023.0;PLF;BG;6.0;EC;141.0;141-03;;22.0;2.0;2012141566.0;2012141566.0
2023.0;PLF;BG;3.0;AC;215.0;215-04;;51.0;5.0;43836823.0;28220666.0
2023.0;PLF;BG;6.0;EC;214.0;214-04;;21.0;2.0;7151243.0;7151243.0
2023.0;PLF;BG;7.0;GA;156.0;156-08;;31.0;3.0;1421000.0;1721000.0
2023.0;PLF;BG;70.0;DA;144.0;;144-03-32;31.0;3.0;16811419.0;16541068.0
2023.0;PLF;BG;70.0;DA;212.0;;212-66-02;22.0;2.0;7941556.0;7941556.0
2023.0;PLF;BG;2.0;CB;175.0;175-01;;31.0;3.0;29178444.0;29130204.0
2023.0;PLF;CAS;43.0;YK;794.0;794-02;;64.0;6.0;1000000.0;1000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-73;51.0;5.0;0.0;313292001.0
