exercice;loi;typeBudget;ministere;mission;programme;action;sous-action;categorie;titre;ae;cp
2023.0;PLF;BG;7.0;DB;220.0;220-06;;22.0;2.0;16468778.0;16468778.0
2023.0;PLF;CAS;7.0;YB;723.0;723-12;;31.0;3.0;15000000.0;18000000.0
2023.0;PLF;BG;7.0;RD;200.0;;200-12-03;62.0;6.0;6577700389.0;6577700389.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-55;31.0;3.0;104136439.0;26598869.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-07;23.0;2.0;282774.0;282774.0
2023.0;PLF;BG;70.0;DA;178.0;;178-04-04;31.0;3.0;76456208.0;164376256.0
2023.0;PLF;BG;12.0;VA;162.0;162-04;;64.0;6.0;50000000.0;30652138.0
2023.0;PLF;BG;42.0;SF;219.0;219-03;;22.0;2.0;2522859.0;2522859.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-04;21.0;2.0;6480211.0;6480211.0
2023.0;PLF;BG;6.0;EC;230.0;230-01;;21.0;2.0;928646269.0;928646269.0
2023.0;PLF;BG;7.0;DB;343.0;343-01;;63.0;6.0;65822818.0;434500000.0
2023.0;PLF;BG;38.0;RA;150.0;150-04;;64.0;6.0;94895852.0;94895852.0
2023.0;PLF;BG;9.0;AB;354.0;354-03;;22.0;2.0;54637741.0;54637741.0
2023.0;PLF;BG;23.0;TA;217.0;217-16;;23.0;2.0;1623456.0;1623456.0
2023.0;PLF;BG;12.0;CA;164.0;164-27;;31.0;3.0;26894126.0;26939636.0
2023.0;PLF;BG;70.0;DA;212.0;212-11;;51.0;5.0;12238609.0;29470792.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-44;31.0;3.0;1450000.0;8306108.0
2023.0;PLF;CAS;7.0;YD;743.0;743-01;;61.0;6.0;510180857.0;510180857.0
2023.0;PLF;CAS;7.0;YD;741.0;741-01;;64.0;6.0;2600000.0;2600000.0
2023.0;PLF;BG;6.0;EC;141.0;141-11;;22.0;2.0;662738283.0;662738283.0
2023.0;PLF;BG;6.0;EC;141.0;141-03;;23.0;2.0;30844896.0;30844896.0
2023.0;PLF;BG;38.0;RA;150.0;150-05;;32.0;3.0;443224893.0;443224893.0
2023.0;PLF;BG;6.0;EC;139.0;139-07;;22.0;2.0;49600845.0;49600845.0
2023.0;PLF;BG;2.0;CB;361.0;361-04;;51.0;5.0;451140.0;451140.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-28;31.0;3.0;7522524.0;16952915.0
2023.0;PLF;BG;10.0;JA;310.0;310-10;;22.0;2.0;6195766.0;6195766.0
2023.0;PLF;BG;3.0;EC;143.0;143-01;;63.0;6.0;38866104.0;38866104.0
2023.0;PLF;CAS;43.0;YK;794.0;794-03;;64.0;6.0;3000000.0;3000000.0
2023.0;PLF;BG;6.0;EC;139.0;139-08;;61.0;6.0;86154891.0;86154891.0
2023.0;PLF;BG;12.0;TA;205.0;205-08;;51.0;5.0;5895551.0;5496809.0
2023.0;PLF;BG;36.0;TB;103.0;;103-03-02;31.0;3.0;2000000.0;2000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-69;51.0;5.0;0.0;12653907.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-45;51.0;5.0;43370000.0;139983009.0
2023.0;PLF;BG;12.0;CA;165.0;165-01;;23.0;2.0;175862.0;175862.0
2023.0;PLF;BG;23.0;TA;217.0;217-26;;31.0;3.0;509158.0;509158.0
2023.0;PLF;BG;50.0;TR;368.0;368-02;;22.0;2.0;3216626.0;3216626.0
2023.0;PLF;BG;10.0;JA;310.0;310-03;;21.0;2.0;12859534.0;12859534.0
2023.0;PLF;BG;50.0;TR;148.0;148-02;;61.0;6.0;4773765.0;4773680.0
2023.0;PLF;CCF;7.0;ZF;861.0;861-04;;71.0;7.0;50000.0;50000.0
2023.0;PLF;BA;23.0;XC;613.0;613-02;;31.0;3.0;32573964.0;32573964.0
2023.0;PLF;BG;70.0;DA;212.0;;212-55-01;23.0;2.0;29182620.0;29182620.0
2023.0;PLF;BG;9.0;SB;152.0;;152-05-01;23.0;2.0;350486.0;350486.0
2023.0;PLF;BG;10.0;JA;166.0;166-01;;21.0;2.0;686165011.0;686165011.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-74;31.0;3.0;81072730.0;27998883.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-88;51.0;5.0;176500000.0;15136179.0
2023.0;PLF;BG;38.0;RA;231.0;231-02;;32.0;3.0;290898690.0;290898690.0
2023.0;PLF;BG;38.0;RA;150.0;150-14;;23.0;2.0;504095.0;504095.0
2023.0;PLF;BG;43.0;RA;190.0;;190-13-01;32.0;3.0;1551198.0;1551198.0
2023.0;PLF;BG;2.0;MA;180.0;180-01;;62.0;6.0;113320859.0;113320859.0
2023.0;PLF;BG;9.0;OA;138.0;138-01;;62.0;6.0;1416179003.0;1416179003.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;63.0;6.0;909971.0;909971.0
2023.0;PLF;BG;38.0;RA;150.0;150-17;;21.0;2.0;62896393.0;62896393.0
2023.0;PLF;CAS;43.0;YK;794.0;794-04;;64.0;6.0;500000.0;500000.0
2023.0;PLF;BG;12.0;TA;205.0;205-07;;32.0;3.0;434783.0;437783.0
2023.0;PLF;BG;2.0;MA;334.0;334-01;;64.0;6.0;19532565.0;17222565.0
2023.0;PLF;BG;3.0;RA;142.0;142-02;;23.0;2.0;3305.0;3305.0
2023.0;PLF;BG;10.0;JA;166.0;166-07;;23.0;2.0;557824.0;557824.0
2023.0;PLF;BG;6.0;EC;230.0;230-07;;63.0;6.0;29042750.0;29042750.0
2023.0;PLF;BG;7.0;GA;218.0;218-08;;22.0;2.0;880583.0;880583.0
2023.0;PLF;BG;23.0;VA;135.0;135-05;;52.0;5.0;16158401.0;15208401.0
2023.0;PLF;BG;42.0;SF;219.0;219-03;;21.0;2.0;3862837.0;3862837.0
2023.0;PLF;BG;9.0;AB;354.0;354-05;;23.0;2.0;3269469.0;3269469.0
2023.0;PLF;BG;23.0;VA;135.0;135-03;;61.0;6.0;10000000.0;10000000.0
2023.0;PLF;BG;6.0;EC;141.0;141-01;;31.0;3.0;9959818.0;9959818.0
2023.0;PLF;BG;2.0;MA;334.0;334-01;;31.0;3.0;10304381.0;10304381.0
2023.0;PLF;BG;23.0;TA;181.0;181-11;;51.0;5.0;866034.0;866034.0
2023.0;PLF;BG;3.0;AC;206.0;206-04;;62.0;6.0;277300.0;277300.0
2023.0;PLF;BG;23.0;TA;217.0;217-28;;22.0;2.0;18995353.0;18995353.0
2023.0;PLF;BG;9.0;IA;303.0;303-02;;64.0;6.0;1473052732.0;843271970.0
2023.0;PLF;BG;7.0;RD;200.0;;200-13-03;62.0;6.0;1865000000.0;1865000000.0
2023.0;PLF;BG;12.0;DC;129.0;129-15;;22.0;2.0;733201.0;733201.0
2023.0;PLF;BG;10.0;JA;166.0;166-02;;22.0;2.0;324371707.0;324371707.0
2023.0;PLF;BG;6.0;EC;139.0;139-01;;23.0;2.0;4163357.0;4163357.0
2023.0;PLF;BG;12.0;CA;164.0;164-21;;31.0;3.0;430000.0;430000.0
2023.0;PLF;BG;6.0;EC;139.0;139-09;;64.0;6.0;700201426.0;700201426.0
2023.0;PLF;BG;6.0;EC;230.0;230-03;;23.0;2.0;11652596.0;11652596.0
2023.0;PLF;BG;1.0;AA;105.0;105-02;;64.0;6.0;122280246.0;122280246.0
2023.0;PLF;BG;7.0;GA;156.0;156-03;;21.0;2.0;1188045976.0;1188045976.0
2023.0;PLF;BG;70.0;RA;191.0;191-03;;32.0;3.0;38310341.0;38310341.0
2023.0;PLF;BG;36.0;TB;103.0;;103-02-04;62.0;6.0;3722427780.0;4919568206.0
2023.0;PLF;BG;7.0;GA;156.0;156-07;;23.0;2.0;8561992.0;8561992.0
2023.0;PLF;BG;6.0;EC;214.0;214-06;;31.0;3.0;142007172.0;133307172.0
2023.0;PLF;BG;7.0;RA;192.0;192-01;;72.0;7.0;4000000.0;0.0
2023.0;PLF;BG;9.0;IA;104.0;104-11;;32.0;3.0;252319406.0;252319406.0
2023.0;PLF;BG;36.0;TB;111.0;111-03;;64.0;6.0;2004050.0;36004050.0
2023.0;PLF;BG;12.0;VA;162.0;162-09;;62.0;6.0;3000000.0;1200000.0
2023.0;PLF;BG;2.0;MA;180.0;180-07;;64.0;6.0;1666500.0;1666500.0
2023.0;PLF;BG;2.0;CB;361.0;361-04;;31.0;3.0;2641785.0;2079807.0
2023.0;PLF;BG;1.0;AD;209.0;209-02;;61.0;6.0;10696571.0;10696571.0
2023.0;PLF;BG;3.0;EC;143.0;143-01;;72.0;7.0;2021500.0;2021500.0
2023.0;PLF;BG;1.0;AA;151.0;151-01;;64.0;6.0;4590000.0;4590000.0
2023.0;PLF;BG;23.0;TA;203.0;203-45;;62.0;6.0;132109111.0;136109111.0
2023.0;PLF;BG;2.0;CB;175.0;175-08;;53.0;5.0;3253745.0;3253745.0
2023.0;PLF;BG;12.0;CA;164.0;164-22;;21.0;2.0;11840057.0;11840057.0
2023.0;PLF;BG;56.0;SE;304.0;304-14;;61.0;6.0;114289716.0;114289716.0
2023.0;PLF;BG;70.0;DA;212.0;;212-52-01;21.0;2.0;3626029.0;3626029.0
2023.0;PLF;BG;9.0;OA;123.0;123-07;;31.0;3.0;80000.0;80000.0
2023.0;PLF;BG;56.0;SE;124.0;124-22;;21.0;2.0;53090398.0;53090398.0
2023.0;PLF;BG;70.0;MB;169.0;;169-01-11;61.0;6.0;509417357.0;509417357.0
2023.0;PLF;BG;10.0;JA;166.0;166-06;;31.0;3.0;559024163.0;424234909.0
2023.0;PLF;BG;6.0;EC;140.0;140-02;;22.0;2.0;5486725565.0;5486725565.0
2023.0;PLF;BG;9.0;AB;216.0;216-03;;51.0;5.0;76520246.0;83259167.0
2023.0;PLF;BG;9.0;SB;152.0;;152-04-01;31.0;3.0;1751652454.0;1287681103.0
2023.0;PLF;BG;6.0;EC;139.0;139-12;;21.0;2.0;168854912.0;168854912.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;31.0;3.0;37951792.0;44539236.0
2023.0;PLF;BG;7.0;DB;134.0;134-13;;31.0;3.0;5360514.0;7398067.0
2023.0;PLF;BG;7.0;PR;362.0;362-01;;64.0;6.0;0.0;12615545.0
2023.0;PLF;BG;36.0;TB;155.0;155-17;;22.0;2.0;7010552.0;7010552.0
2023.0;PLF;BG;12.0;DC;308.0;308-02;;22.0;2.0;6025150.0;6025150.0
2023.0;PLF;BG;12.0;AV;422.0;422-03;;64.0;6.0;0.0;20000000.0
2023.0;PLF;CAS;9.0;YE;751.0;751-04;;31.0;3.0;30650000.0;30650000.0
2023.0;PLF;CAS;7.0;YD;741.0;741-01;;61.0;6.0;100000.0;100000.0
2023.0;PLF;BG;7.0;EB;145.0;145-01;;61.0;6.0;57560034.0;57560034.0
2023.0;PLF;BG;70.0;DA;178.0;;178-03-01;32.0;3.0;34863496.0;34863496.0
2023.0;PLF;BG;23.0;TA;217.0;217-07;;23.0;2.0;12701736.0;12701736.0
2023.0;PLF;CAS;43.0;YK;793.0;793-03;;64.0;6.0;170000000.0;170000000.0
2023.0;PLF;BG;6.0;EC;214.0;214-08;;22.0;2.0;106567056.0;106567056.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;23.0;2.0;154323.0;154323.0
2023.0;PLF;BG;6.0;EC;140.0;140-01;;31.0;3.0;748217.0;748217.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;21.0;2.0;313729969.0;313729969.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-47;51.0;5.0;503614032.0;250759401.0
2023.0;PLF;BG;23.0;VA;135.0;135-07;;62.0;6.0;35400000.0;44400000.0
2023.0;PLF;BG;23.0;RC;119.0;119-09;;63.0;6.0;0.0;215370206.0
2023.0;PLF;BG;2.0;CB;224.0;224-07;;22.0;2.0;276125363.0;276125363.0
2023.0;PLF;BG;7.0;DB;134.0;134-04;;64.0;6.0;28065594.0;28065594.0
2023.0;PLF;BG;9.0;AB;216.0;216-01;;31.0;3.0;41774739.0;40814220.0
2023.0;PLF;BG;23.0;RC;122.0;122-01;;63.0;6.0;99500000.0;143908563.0
2023.0;PLF;BG;2.0;CB;224.0;224-07;;32.0;3.0;12236261.0;12236261.0
2023.0;PLF;BG;12.0;DC;129.0;129-13;;53.0;5.0;2949000.0;2949000.0
2023.0;PLF;BG;23.0;VA;135.0;135-03;;31.0;3.0;2750000.0;2750000.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;61.0;6.0;7708804.0;7708804.0
2023.0;PLF;BG;56.0;SE;124.0;124-12;;51.0;5.0;13364583.0;34510417.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-48;31.0;3.0;59364834.0;38051655.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-56;31.0;3.0;0.0;17616794.0
2023.0;PLF;BG;9.0;AB;216.0;216-09;;21.0;2.0;78892555.0;78892555.0
2023.0;PLF;BG;2.0;CB;361.0;361-02;;62.0;6.0;209000000.0;209000000.0
2023.0;PLF;BG;3.0;AC;215.0;215-03;;21.0;2.0;212948957.0;212948957.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-04;22.0;2.0;4712220.0;4712220.0
2023.0;PLF;BG;9.0;SB;161.0;161-12;;51.0;5.0;521221440.0;105875625.0
2023.0;PLF;BG;6.0;EC;139.0;139-06;;23.0;2.0;2114806.0;2114806.0
2023.0;PLF;BG;7.0;PR;362.0;362-05;;31.0;3.0;0.0;3000000.0
2023.0;PLF;BG;38.0;RA;150.0;150-17;;31.0;3.0;231980.0;231980.0
2023.0;PLF;BG;12.0;VA;162.0;162-10;;31.0;3.0;222988.0;449586.0
2023.0;PLF;BG;23.0;TA;217.0;217-07;;21.0;2.0;280899269.0;280899269.0
2023.0;PLF;BG;6.0;EC;141.0;141-12;;23.0;2.0;24329041.0;24329041.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-08;21.0;2.0;1388639171.0;1388639171.0
2023.0;PLF;BG;36.0;TB;155.0;155-08;;64.0;6.0;193306.0;193280.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-62;31.0;3.0;49461561.0;104655968.0
2023.0;PLF;BG;23.0;VA;135.0;135-04;;61.0;6.0;403903800.0;403903800.0
2023.0;PLF;BG;23.0;VA;147.0;147-03;;22.0;2.0;5066657.0;5066657.0
2023.0;PLF;BG;3.0;AC;206.0;206-06;;31.0;3.0;897853.0;897853.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-02;21.0;2.0;12911045.0;12911045.0
2023.0;PLF;BG;3.0;EC;143.0;143-01;;23.0;2.0;5242403.0;5242403.0
2023.0;PLF;BG;70.0;DA;212.0;212-62;;21.0;2.0;24970572.0;24970572.0
2023.0;PLF;BG;70.0;DA;178.0;;178-02-08;64.0;6.0;4700000.0;4700000.0
2023.0;PLF;BG;36.0;TB;111.0;111-06;;32.0;3.0;8230000.0;8230000.0
2023.0;PLF;BG;12.0;TA;205.0;205-05;;61.0;6.0;208511.0;208511.0
2023.0;PLF;BG;7.0;DB;220.0;220-01;;23.0;2.0;591874.0;591874.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-47;31.0;3.0;21585968.0;12560494.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-49;51.0;5.0;0.0;26641784.0
2023.0;PLF;BG;56.0;SE;124.0;124-22;;23.0;2.0;1135870.0;1135870.0
2023.0;PLF;BG;9.0;IA;303.0;303-03;;51.0;5.0;33680000.0;26171000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-78;31.0;3.0;51771723.0;37363190.0
2023.0;PLF;BG;2.0;CB;361.0;361-02;;32.0;3.0;4000000.0;4000000.0
2023.0;PLF;BG;12.0;DC;129.0;129-02;;23.0;2.0;965676.0;965676.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;22.0;2.0;188375586.0;188375586.0
2023.0;PLF;CAS;7.0;YD;742.0;742-03;;23.0;2.0;925468.0;925468.0
2023.0;PLF;BG;12.0;DC;129.0;129-02;;62.0;6.0;30000.0;30000.0
2023.0;PLF;BG;6.0;EC;141.0;141-03;;64.0;6.0;1042389.0;1042389.0
2023.0;PLF;BG;38.0;RA;150.0;150-03;;22.0;2.0;4070614.0;4070614.0
2023.0;PLF;BG;9.0;OA;138.0;138-02;;22.0;2.0;70356840.0;70356840.0
2023.0;PLF;BA;23.0;XC;614.0;614-02;;31.0;3.0;18328607.0;18328607.0
2023.0;PLF;BG;38.0;RA;231.0;231-04;;53.0;5.0;2631461.0;2631461.0
2023.0;PLF;BG;56.0;SE;124.0;124-18;;23.0;2.0;2984982.0;2984982.0
2023.0;PLF;BG;38.0;RA;150.0;150-15;;31.0;3.0;8271257.0;8271257.0
2023.0;PLF;BG;10.0;JA;107.0;107-02;;23.0;2.0;1989761.0;1989761.0
2023.0;PLF;CAS;7.0;YD;743.0;743-02;;61.0;6.0;754745956.0;754745956.0
2023.0;PLF;BG;70.0;DA;212.0;212-04;;64.0;6.0;6417000.0;6417000.0
2023.0;PLF;CCF;7.0;ZD;842.0;842-01;;71.0;7.0;303464377.0;303464377.0
2023.0;PLF;BG;6.0;EC;230.0;230-04;;21.0;2.0;121070699.0;121070699.0
2023.0;PLF;BG;6.0;EC;141.0;141-11;;21.0;2.0;931721345.0;931721345.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;31.0;3.0;14080221.0;14080221.0
2023.0;PLF;BG;35.0;SA;204.0;204-14;;32.0;3.0;40817959.0;40817959.0
2023.0;PLF;BG;3.0;EC;143.0;143-04;;63.0;6.0;1462907.0;1462907.0
2023.0;PLF;BG;7.0;RD;200.0;;200-13-04;62.0;6.0;2528478967.0;2528478967.0
2023.0;PLF;BG;7.0;GA;302.0;302-06;;31.0;3.0;162826342.0;148949702.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-75;31.0;3.0;135086099.0;197717206.0
2023.0;PLF;BG;2.0;CB;131.0;131-02;;32.0;3.0;47452353.0;47452353.0
2023.0;PLF;BG;2.0;CB;175.0;175-03;;32.0;3.0;308013379.0;308013379.0
2023.0;PLF;BG;1.0;AD;209.0;209-05;;31.0;3.0;500000.0;6199043.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-66;31.0;3.0;0.0;4760475.0
2023.0;PLF;BG;6.0;EC;230.0;230-05;;63.0;6.0;20742000.0;20742000.0
2023.0;PLF;BG;43.0;TA;174.0;174-06;;31.0;3.0;1350765.0;1350765.0
2023.0;PLF;BG;70.0;MB;169.0;169-09;;31.0;3.0;7050000.0;7050000.0
2023.0;PLF;BG;36.0;TB;155.0;155-18;;22.0;2.0;22542120.0;22542120.0
2023.0;PLF;BG;36.0;TB;103.0;;103-02-04;32.0;3.0;1793826125.0;1793826125.0
2023.0;PLF;BG;12.0;AV;424.0;424-04;;62.0;6.0;0.0;625000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-05;22.0;2.0;42513911.0;42513911.0
2023.0;PLF;BG;9.0;SB;161.0;161-11;;31.0;3.0;25136334.0;23756334.0
2023.0;PLF;BG;12.0;DC;308.0;308-12;;21.0;2.0;1820228.0;1820228.0
2023.0;PLF;BG;7.0;DB;220.0;220-01;;63.0;6.0;20049764.0;20049764.0
2023.0;PLF;BG;36.0;TB;103.0;;103-01-02;61.0;6.0;3100000.0;7100000.0
2023.0;PLF;BG;6.0;EC;230.0;230-02;;22.0;2.0;215458501.0;215458501.0
2023.0;PLF;BG;10.0;JA;310.0;310-04;;32.0;3.0;35803193.0;27253193.0
2023.0;PLF;BG;6.0;EC;214.0;214-09;;21.0;2.0;113301484.0;113301484.0
2023.0;PLF;BG;70.0;DA;144.0;;144-07-03;64.0;6.0;6000000.0;6000000.0
2023.0;PLF;BG;10.0;JA;310.0;310-02;;22.0;2.0;10420767.0;10420767.0
2023.0;PLF;BG;12.0;CA;165.0;165-07;;23.0;2.0;265025.0;265025.0
2023.0;PLF;BA;23.0;XC;614.0;614-01;;64.0;6.0;2000000.0;2000000.0
2023.0;PLF;BG;7.0;GA;302.0;302-01;;21.0;2.0;352463589.0;352463589.0
2023.0;PLF;BG;43.0;RA;190.0;;190-14-01;62.0;6.0;0.0;109000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-27;51.0;5.0;74050000.0;25632579.0
2023.0;PLF;BG;23.0;TA;217.0;217-27;;22.0;2.0;4316328.0;4316328.0
2023.0;PLF;BG;2.0;MA;334.0;334-02;;32.0;3.0;27775197.0;27775197.0
2023.0;PLF;BG;70.0;DA;212.0;;212-66-02;23.0;2.0;81075.0;81075.0
2023.0;PLF;BG;9.0;AB;354.0;354-06;;31.0;3.0;451916186.0;266487860.0
2023.0;PLF;BG;2.0;CB;175.0;175-01;;51.0;5.0;151639321.0;111205697.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-01;21.0;2.0;106390993.0;106390993.0
2023.0;PLF;BG;10.0;JA;107.0;107-01;;23.0;2.0;10802165.0;10802165.0
2023.0;PLF;CAS;7.0;YD;741.0;741-02;;22.0;2.0;158017978.0;158017978.0
2023.0;PLF;BG;3.0;AC;381.0;381-01;;64.0;6.0;427000000.0;427000000.0
2023.0;PLF;BG;36.0;TB;155.0;155-16;;23.0;2.0;2139199.0;2139199.0
2023.0;PLF;BG;70.0;DA;212.0;212-65;;22.0;2.0;50577756.0;50577756.0
2023.0;PLF;CAS;43.0;YK;793.0;793-10;;64.0;6.0;9700000.0;9700000.0
2023.0;PLF;BG;23.0;VA;112.0;112-12;;63.0;6.0;64903299.0;63370841.0
2023.0;PLF;BG;7.0;DB;134.0;134-15;;21.0;2.0;12999204.0;12999204.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-07;22.0;2.0;240352147.0;240352147.0
2023.0;PLF;BG;6.0;EC;141.0;141-01;;63.0;6.0;22105958.0;22105958.0
2023.0;PLF;BG;7.0;EB;117.0;117-03;;43.0;4.0;868000000.0;868000000.0
2023.0;PLF;BG;7.0;DB;220.0;220-09;;31.0;3.0;36871251.0;36189129.0
2023.0;PLF;BG;3.0;AC;149.0;149-23;;61.0;6.0;7338434.0;7338434.0
2023.0;PLF;BG;7.0;GA;302.0;302-05;;52.0;5.0;434370.0;536528.0
2023.0;PLF;BG;7.0;EB;344.0;344-01;;31.0;3.0;0.0;90000.0
2023.0;PLF;BG;6.0;EC;140.0;140-04;;23.0;2.0;4419696.0;4419696.0
2023.0;PLF;BG;7.0;RA;193.0;193-02;;32.0;3.0;196616549.0;196616549.0
2023.0;PLF;BG;7.0;RA;192.0;192-03;;64.0;6.0;368581.0;3227412.0
2023.0;PLF;BG;9.0;OA;123.0;123-02;;64.0;6.0;11770000.0;15106567.0
2023.0;PLF;BG;70.0;DA;146.0;;146-11-89;31.0;3.0;90865658.0;75136307.0
2023.0;PLF;BG;12.0;RB;197.0;197-01;;64.0;6.0;10700000.0;10700000.0
2023.0;PLF;BG;36.0;TB;155.0;155-01;;22.0;2.0;631747.0;631747.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-22;51.0;5.0;541412466.0;517248021.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-01;23.0;2.0;464667.0;464667.0
2023.0;PLF;BG;7.0;GA;302.0;302-05;;23.0;2.0;290290.0;290290.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-14;31.0;3.0;17338096.0;55541761.0
2023.0;PLF;BG;23.0;TA;181.0;181-01;;32.0;3.0;12182568.0;12182568.0
2023.0;PLF;BG;2.0;MA;334.0;334-02;;62.0;6.0;988000.0;988000.0
2023.0;PLF;BG;9.0;OA;123.0;123-02;;51.0;5.0;1187559.0;499855.0
2023.0;PLF;BG;12.0;CA;126.0;126-04;;21.0;2.0;20540160.0;20540160.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-75;64.0;6.0;49282300.0;22039316.0
2023.0;PLF;BG;7.0;GA;156.0;156-06;;22.0;2.0;26597563.0;26597563.0
2023.0;PLF;BG;23.0;TA;159.0;159-11;;32.0;3.0;194065764.0;194065764.0
2023.0;PLF;BG;9.0;SB;152.0;;152-04-01;63.0;6.0;10000000.0;6779358.0
2023.0;PLF;BG;7.0;PR;362.0;362-04;;62.0;6.0;0.0;100000000.0
2023.0;PLF;BG;2.0;CB;131.0;131-01;;32.0;3.0;265872231.0;265872231.0
2023.0;PLF;BG;2.0;CB;175.0;175-02;;64.0;6.0;16702000.0;16702000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-05-02;21.0;2.0;1581312727.0;1581312727.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-76;51.0;5.0;0.0;93497557.0
2023.0;PLF;BG;7.0;GA;156.0;156-01;;31.0;3.0;4300000.0;8700000.0
2023.0;PLF;BG;7.0;DB;305.0;305-02;;22.0;2.0;9867119.0;9867119.0
2023.0;PLF;CAS;7.0;YB;723.0;723-14;;51.0;5.0;60000000.0;71000000.0
2023.0;PLF;BG;9.0;IA;303.0;303-03;;64.0;6.0;18364601.0;18364601.0
2023.0;PLF;BG;7.0;GA;302.0;302-03;;23.0;2.0;277687.0;277687.0
2023.0;PLF;BG;7.0;RA;193.0;193-07;;64.0;6.0;66024442.0;66024442.0
2023.0;PLF;BG;10.0;JA;310.0;310-10;;21.0;2.0;11336436.0;11336436.0
2023.0;PLF;BG;7.0;DB;134.0;134-08;;21.0;2.0;10178153.0;10178153.0
2023.0;PLF;BG;9.0;SB;161.0;161-11;;61.0;6.0;50000.0;50000.0
2023.0;PLF;BG;12.0;CA;164.0;164-24;;23.0;2.0;213547.0;213547.0
2023.0;PLF;BG;38.0;RA;172.0;172-19;;32.0;3.0;439692715.0;439692715.0
2023.0;PLF;BG;38.0;RA;150.0;150-15;;23.0;2.0;1298078.0;1298078.0
2023.0;PLF;BG;36.0;TB;103.0;;103-03-02;32.0;3.0;2500000.0;2500000.0
2023.0;PLF;BG;7.0;RA;192.0;192-03;;62.0;6.0;0.0;13278227.0
2023.0;PLF;BG;12.0;CA;165.0;165-03;;22.0;2.0;66311933.0;66311933.0
2023.0;PLF;BG;12.0;DC;129.0;129-01;;61.0;6.0;12850000.0;12850000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-61;51.0;5.0;0.0;1253286.0
2023.0;PLF;BG;38.0;RA;150.0;150-01;;22.0;2.0;19716150.0;19716150.0
2023.0;PLF;BG;6.0;EC;141.0;141-07;;64.0;6.0;3245215.0;3245215.0
2023.0;PLF;BG;9.0;AB;216.0;216-10;;63.0;6.0;25000000.0;25000000.0
2023.0;PLF;BG;12.0;CA;164.0;164-28;;21.0;2.0;880140.0;880140.0
2023.0;PLF;BG;70.0;DA;144.0;;144-07-02;31.0;3.0;22727775.0;22727775.0
2023.0;PLF;BG;38.0;RA;150.0;150-13;;32.0;3.0;106492999.0;106492999.0
2023.0;PLF;BG;12.0;DC;308.0;308-10;;21.0;2.0;4101606.0;4101606.0
2023.0;PLF;BG;1.0;AA;185.0;185-03;;64.0;6.0;305915.0;305915.0
2023.0;PLF;BG;3.0;AC;206.0;206-06;;21.0;2.0;225869359.0;225869359.0
2023.0;PLF;BG;3.0;EC;143.0;143-03;;63.0;6.0;30439246.0;30439246.0
2023.0;PLF;BG;2.0;MA;180.0;180-01;;31.0;3.0;21655380.0;21655380.0
2023.0;PLF;BG;6.0;EC;214.0;214-03;;31.0;3.0;4825465.0;4825465.0
2023.0;PLF;CAS;7.0;YD;743.0;743-04;;61.0;6.0;38342866.0;38342866.0
2023.0;PLF;BG;9.0;SB;207.0;207-02;;64.0;6.0;3457241.0;3457241.0
2023.0;PLF;BG;1.0;AD;209.0;209-08;;22.0;2.0;27633223.0;27633223.0
2023.0;PLF;BG;7.0;GA;302.0;302-01;;52.0;5.0;6234205.0;2139536.0
