Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF 2023;AE Hors T2 PLF 2023;CP T2 PLF 2023;CP Hors T2 PLF 2023;AE T2 Amendements 2023;AE Hors T2 Amendements 2023;CP T2 Amendements 2023;CP Hors T2 Amendements 2023;AE T2 LFI 2023;AE Hors T2 LFI 2023;AE (T2 + Hors T2) LFI  2023;CP T2 LFI 2023;CP Hors T2 LFI 2023;CP (T2 + Hors T2) LFI  2023;check LFI positive pour le croisement action/sous-action catégorie de cette ligne;"check
 AE = CP en T2"
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;04;Expertise juridique;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;7151243.0;0.0;7151243.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;302.0;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;154905995.0;0.0;154905995.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;06;Commandement, ressources humaines et logistique;03;Immobilier;72.0;4.0;9.0;Intérieur et outre-mer;0.0;2150000.0;0.0;2150000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;175.0;Patrimoines;04;Patrimoine archivistique;;;63.0;4.0;2.0;Culture;0.0;7000000.0;0.0;7000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;01;Ordre public et protection de la souveraineté;01;Ordre public et protection de la souveraineté - Administration centrale et cabinets;23.0;4.0;9.0;Intérieur et outre-mer;249971.0;0.0;249971.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;02;Sécurité et paix publiques;01;Sécurité et paix publiques - Administration centrale et cabinets;23.0;4.0;9.0;Intérieur et outre-mer;475447.0;0.0;475447.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;380.0;Fonds d'accélération de la transition écologique dans les territoires;03;Amélioration du cadre de vie;;;63.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;470000000.0;0.0;117500000.0;0.0;236666666.0;0.0;59166666.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;131.0;Création;02;Soutien à la création, à la production et à la diffusion des arts visuels;;;62.0;4.0;2.0;Culture;0.0;12578788.0;0.0;12809322.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;151.0;Français à l'étranger et affaires consulaires;03;Instruction des demandes de visa;;;21.0;4.0;1.0;Europe et affaires étrangères;47895526.0;0.0;47895526.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;02;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;23.0;4.0;70.0;Armées;81075.0;0.0;81075.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;362.0;Écologie;05;Transition agricole;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;3000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;06;Commandement, ressources humaines et logistique;07;Soutien (autres dépenses);63.0;4.0;9.0;Intérieur et outre-mer;0.0;27991567.0;0.0;27991567.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;4500000.0;0.0;5000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;84;Opérer en milieu hostile - MAST-F;64.0;4.0;70.0;Armées;0.0;0.0;0.0;1275978.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;53.0;4.0;9.0;Intérieur et outre-mer;0.0;4630000.0;0.0;4630000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle et exploitation aériens;XC;BA;612.0;Navigation aérienne;01;Soutien et prestations externes de la Navigation aérienne;;;52.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;300000.0;0.0;300000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;24;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;;;23.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;1216429.0;0.0;1216429.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;53.0;4.0;70.0;Armées;0.0;20048948.0;0.0;30695132.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;61.0;4.0;10.0;Justice;0.0;8045880.0;0.0;8045880.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;04;Enseignement général et technologique en lycée;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;1052717125.0;0.0;1052717125.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;01;Soutien au plan d'investissement dans les compétences;;;21.0;4.0;36.0;Travail, plein emploi et insertion;1377483.0;0.0;1377483.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";04;EMA/Organismes interarmées /SC Performance;21.0;4.0;70.0;Armées;78648961.0;0.0;78648961.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;02;Évaluation et contrôle;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;1957880.0;0.0;1957880.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;219.0;Sport;04;Promotion des métiers du sport;;;31.0;4.0;42.0;Sports et jeux olympiques et paralympiques;0.0;2512494.0;0.0;2512494.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Immigration, asile et intégration;IA;BG;104.0;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;64.0;4.0;9.0;Intérieur et outre-mer;0.0;121871952.0;0.0;121871952.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;107.0;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;51.0;4.0;10.0;Justice;0.0;771962363.0;0.0;650948103.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;165.0;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs;;;22.0;4.0;12.0;Services du Premier ministre;66311933.0;0.0;66311933.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;64.0;4.0;10.0;Justice;0.0;7740923.0;0.0;7740923.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;72.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;2021500.0;0.0;2021500.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;4168545.0;0.0;6729215.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;123.0;Conditions de vie outre-mer;02;Aménagement  du territoire;;;62.0;4.0;9.0;Intérieur et outre-mer;0.0;1800000.0;0.0;1800000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;07;Gestion financière du secteur public local hors fiscalité;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;760936072.0;0.0;760936072.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;215.0;Conduite et pilotage des politiques de l'agriculture;04;Moyens communs;;;51.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;43836823.0;0.0;28220666.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;304.0;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;64.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;15716950.0;0.0;15716950.0;0.0;15630254.0;0.0;15630254.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;126.0;Conseil économique, social et environnemental;04;Travaux consultatifs;;;21.0;4.0;12.0;Services du Premier ministre;20540160.0;0.0;20540160.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;01;Pilotage et mise en oeuvre des politiques éducatives;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;283519047.0;0.0;283519047.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;31.0;4.0;2.0;Culture;0.0;2641785.0;0.0;2079807.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;10;Protection et sauvegarde;87;Assurer la protection de l'homme - e-SAN;31.0;4.0;70.0;Armées;0.0;500000.0;0.0;2131544.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;Personnels œuvrant pour les politiques de l'énergie et du climat;;;21.0;4.0;23.0;Transition écologique et cohésion des territoires;41448294.0;0.0;41448294.0;0.0;-482619.0;0.0;-482619.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;1188045976.0;0.0;1188045976.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;01;Actions sociales et autres politiques des ressources humaines;23.0;4.0;70.0;Armées;131552156.0;0.0;131552156.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;152.0;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;01;Commandement, ressources humaines et logistique;31.0;4.0;9.0;Intérieur et outre-mer;0.0;1751652454.0;0.0;1287681103.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;56;Frapper à distance - Missile de croisière naval (MDCN);51.0;4.0;70.0;Armées;0.0;0.0;0.0;2523735.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;177.0;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;2859000.0;0.0;2859000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;52.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;500000.0;0.0;500000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;75;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;31.0;4.0;70.0;Armées;0.0;135086099.0;0.0;197717206.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;23.0;4.0;23.0;Transition écologique et cohésion des territoires;7007.0;0.0;7007.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Relations avec les collectivités territoriales;RC;BG;119.0;Concours financiers aux collectivités territoriales et à leurs groupements;09;Dotation de soutien à l'investissement local exceptionnelle;;;63.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;0.0;0.0;215370206.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;31.0;4.0;12.0;Services du Premier ministre;0.0;167612836.0;0.0;166589589.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;06;Dissuasion;24;Assurer la crédibilité technique de la dissuasion – SNLE 3G;51.0;4.0;70.0;Armées;0.0;0.0;0.0;409948221.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;05;Remplacement;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;10099251.0;0.0;10099251.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Surcoûts liés aux opérations extérieures;22.0;4.0;70.0;Armées;307260.0;0.0;307260.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;304.0;Inclusion sociale et protection des personnes;15;Qualification en travail social;;;31.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;2353424.0;0.0;2353424.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;10;Soutien;;;22.0;4.0;12.0;Services du Premier ministre;16541955.0;0.0;16541955.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;12;Soutien;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;168854912.0;0.0;168854912.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;203.0;Infrastructures et services de transports;45;Transports combinés;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;132109111.0;0.0;136109111.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;138.0;Emploi outre-mer;03;Pilotage des politiques des outre-mer;;;31.0;4.0;9.0;Intérieur et outre-mer;0.0;3800000.0;0.0;3536259.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;10;Protection et sauvegarde;89;Assurer la protection des forces et des sites - LAD;31.0;4.0;70.0;Armées;0.0;0.0;0.0;935540.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;01;Fiscalité des grandes entreprises;;;23.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;734489.0;0.0;734489.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;03;Activités des forces aériennes;31.0;4.0;70.0;Armées;0.0;310193176.0;0.0;303964508.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;15;Personnels œuvrant pour les politiques du programme Urbanisme, territoires et aménagement de l'habitat;;;21.0;4.0;23.0;Transition écologique et cohésion des territoires;419824585.0;0.0;419824585.0;0.0;-4888392.0;0.0;-4888392.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;52.0;4.0;12.0;Services du Premier ministre;0.0;850000.0;0.0;850000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;09;Formation continue des adultes et validation des acquis de l'expérience;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;856523.0;0.0;856523.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;203.0;Infrastructures et services de transports;42;Voies navigables;;;32.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;253673883.0;0.0;253673883.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;10;Politiques RH transverses;;;23.0;4.0;10.0;Justice;2221597.0;0.0;2221597.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;07;Développement international des entreprises et attractivité du territoire;;;62.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;5374000.0;0.0;5374000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;215.0;Conduite et pilotage des politiques de l'agriculture;02;Évaluation de l'impact des politiques publiques et information économique;;;31.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;3551664.0;0.0;3551664.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;218.0;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;116938056.0;0.0;116938056.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;220.0;Statistiques et études économiques;06;Action régionale;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;16468778.0;0.0;16468778.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;21.0;4.0;2.0;Culture;431638043.0;0.0;431638043.0;0.0;100000.0;0.0;100000.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;231.0;Vie étudiante;04;Pilotage et animation du programme;;;53.0;4.0;38.0;Enseignement supérieur et recherche;0.0;2631461.0;0.0;2631461.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Santé;SA;BG;204.0;Prévention, sécurité sanitaire et offre de soins;15;Prévention des risques liés à l'environnement et à l'alimentation;;;64.0;4.0;35.0;Santé et prévention;0.0;2461000.0;0.0;2461000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Logistique et soutien interarmées / CICoS;21.0;4.0;70.0;Armées;56299095.0;0.0;56299095.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;;;53.0;4.0;10.0;Justice;0.0;1140000.0;0.0;1140000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;22.0;4.0;3.0;Agriculture et souveraineté alimentaire;325310272.0;0.0;325310272.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;61.0;4.0;9.0;Intérieur et outre-mer;0.0;24980000.0;0.0;24980000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Aide publique au développement;AD;BG;365.0;Renforcement des fonds propres de l'Agence française de développement;01;Renforcement des fonds propres de l'Agence française de développement;;;71.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;150000000.0;0.0;150000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;126.0;Conseil économique, social et environnemental;05;Fonctions supports à l'institution;;;31.0;4.0;12.0;Services du Premier ministre;0.0;2624767.0;0.0;2624767.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;138.0;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;;31.0;4.0;9.0;Intérieur et outre-mer;0.0;42000001.0;0.0;40932785.0;0.0;45000.0;0.0;45000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;23;Industrie et services;;;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;12518368.0;0.0;12558368.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
