Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Plan de relance;PR;BG;364;Cohésion;04;Formation professionnelle;;;63;6;7;Économie, finances et relance;0;236 634 016;0;284 890 272;0;0;0;0;0;236 634 016;236 634 016;0;284 890 272;284 890 272
Plan de relance;PR;BG;364;Cohésion;04;Formation professionnelle;;;64;6;7;Économie, finances et relance;0;0;0;108 000 000;0;0;0;0;0;0;0;0;108 000 000;108 000 000
Plan de relance;PR;BG;364;Cohésion;05;Recherche;;;64;6;7;Économie, finances et relance;0;0;0;142 000 000;0;0;0;0;0;0;0;0;142 000 000;142 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;62;6;7;Économie, finances et relance;0;0;0;15 000 000;0;0;0;0;0;0;0;0;15 000 000;15 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;63;6;7;Économie, finances et relance;0;0;0;184 300 000;0;0;0;0;0;0;0;0;184 300 000;184 300 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;64;6;7;Économie, finances et relance;0;11 000 000;0;239 100 000;0;0;0;0;0;11 000 000;11 000 000;0;239 100 000;239 100 000
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;63;6;7;Économie, finances et relance;0;0;0;28 000 000;0;0;0;0;0;0;0;0;28 000 000;28 000 000
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;64;6;7;Économie, finances et relance;0;0;0;57 197 381;0;0;0;0;0;0;0;0;57 197 381;57 197 381
Aide publique au développement;AD;BG;365;Renforcement des fonds propres de l'Agence française de développement;01;Renforcement des fonds propres de l'Agence française de développement;;;71;7;7;Économie, finances et relance;0;190 000 000;0;190 000 000;0;0;0;0;0;190 000 000;190 000 000;0;190 000 000;190 000 000
Plan d'urgence face à la crise sanitaire;UE;BG;366;Matériels sanitaires pour faire face à la crise de la covid-19;01;Masques;;;31;3;7;Économie, finances et relance;0;200 000 000;0;200 000 000;0;0;0;0;0;200 000 000;200 000 000;0;200 000 000;200 000 000
Économie;DB;BG;367;Financement des opérations patrimoniales envisagées en 2021 et en 2022 sur le compte d'affectation spéciale « Participations financières de l'État »;01;Assurer un niveau de recettes au CAS PFE permettant la réalisation des opérations patrimoniales prévues en 2021 et en 2022;;;31;3;7;Économie, finances et relance;0;748 000 000;0;748 000 000;0;0;0;0;0;748 000 000;748 000 000;0;748 000 000;748 000 000
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;21;2;50;Transformation et fonction publiques;19 154 762;0;19 154 762;0;0;0;0;0;19 154 762;0;19 154 762;19 154 762;0;19 154 762
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;22;2;50;Transformation et fonction publiques;9 149 837;0;9 149 837;0;0;0;0;0;9 149 837;0;9 149 837;9 149 837;0;9 149 837
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;23;2;50;Transformation et fonction publiques;223 599;0;223 599;0;0;0;0;0;223 599;0;223 599;223 599;0;223 599
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;02;Pilotage des actions de modernisation (DITP);;;21;2;50;Transformation et fonction publiques;5 920 708;0;5 920 708;0;1 171 164;0;1 171 164;0;7 091 872;0;7 091 872;7 091 872;0;7 091 872
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;02;Pilotage des actions de modernisation (DITP);;;22;2;50;Transformation et fonction publiques;2 428 123;0;2 428 123;0;425 480;0;425 480;0;2 853 603;0;2 853 603;2 853 603;0;2 853 603
Transformation et fonction publiques;TR;BG;368;Conduite et pilotage de la transformation et de la fonction publiques;02;Pilotage des actions de modernisation (DITP);;;23;2;50;Transformation et fonction publiques;47 730;0;47 730;0;3 356;0;3 356;0;51 086;0;51 086;51 086;0;51 086
Engagements financiers de l'État;EB;BG;369;Amortissement de la dette de l'État liée à la covid-19;01;Amortissement de la dette de l’État liée à la covid-19;;;72;7;7;Économie, finances et relance;0;165 000 000 000;0;1 885 050 000;0;0;0;0;0;165 000 000 000;165 000 000 000;0;1 885 050 000;1 885 050 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;01;Nouveaux cursus à l'université;;;64;6;12;Services du Premier ministre;0;0;0;25 000 000;0;0;0;0;0;0;0;0;25 000 000;25 000 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;02;Programmes prioritaires de recherche;;;64;6;12;Services du Premier ministre;0;0;0;45 000 000;0;0;0;0;0;0;0;0;45 000 000;45 000 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;03;Équipements structurants de recherche;;;64;6;12;Services du Premier ministre;0;0;0;45 000 000;0;0;0;0;0;0;0;0;45 000 000;45 000 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;04;Soutien des grandes universités de recherche;;;64;6;12;Services du Premier ministre;0;0;0;70 000 000;0;0;0;0;0;0;0;0;70 000 000;70 000 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;05;Constitution d'écoles universitaires de recherche;;;64;6;12;Services du Premier ministre;0;0;0;30 000 000;0;0;0;0;0;0;0;0;30 000 000;30 000 000
Investir pour la France de 2030;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;07;Territoires d'innovation pédagogique;;;64;6;12;Services du Premier ministre;0;0;0;30 000 000;0;0;0;0;0;0;0;0;30 000 000;30 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;01;Intégration des SATT, incubateurs et accélérateurs;;;31;3;12;Services du Premier ministre;0;0;0;50 000 000;0;0;0;0;0;0;0;0;50 000 000;50 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;02;"Fonds national post-maturation ""Frontier venture""";;;31;3;12;Services du Premier ministre;0;0;0;150 000 000;0;0;0;0;0;0;0;0;150 000 000;150 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;31;3;12;Services du Premier ministre;0;0;0;150 000 000;0;0;0;0;0;0;0;0;150 000 000;150 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;62;6;12;Services du Premier ministre;0;0;0;29 000 000;0;0;0;0;0;0;0;0;29 000 000;29 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;64;6;12;Services du Premier ministre;0;0;0;104 000 000;0;0;0;0;0;0;0;0;104 000 000;104 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;71;7;12;Services du Premier ministre;0;0;0;26 000 000;0;0;0;0;0;0;0;0;26 000 000;26 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;04;Nouveaux écosystèmes d'innovation;;;64;6;12;Services du Premier ministre;0;0;0;6 800 000;0;0;0;0;0;0;0;0;6 800 000;6 800 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;62;6;12;Services du Premier ministre;0;0;0;88 200 000;0;0;0;0;0;0;0;0;88 200 000;88 200 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;64;6;12;Services du Premier ministre;0;0;0;237 000 000;0;0;0;0;0;0;0;0;237 000 000;237 000 000
Investir pour la France de 2030;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;71;7;12;Services du Premier ministre;0;0;0;5 000 000;0;0;0;0;0;0;0;0;5 000 000;5 000 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;62;6;12;Services du Premier ministre;0;0;0;45 500 000;0;0;0;0;0;0;0;0;45 500 000;45 500 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;71;7;12;Services du Premier ministre;0;0;0;45 500 000;0;0;0;0;0;0;0;0;45 500 000;45 500 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;02;Accompagnement et transformation des filières;;;31;3;12;Services du Premier ministre;0;0;0;20 000 000;0;0;0;0;0;0;0;0;20 000 000;20 000 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;02;Accompagnement et transformation des filières;;;62;6;12;Services du Premier ministre;0;0;0;50 000 000;0;0;0;0;0;0;0;0;50 000 000;50 000 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;04;Adaptation et qualification de la main d'oeuvre;;;64;6;12;Services du Premier ministre;0;0;0;7 500 000;0;0;0;0;0;0;0;0;7 500 000;7 500 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;06;Fonds national d'amorçage n° 2;;;31;3;12;Services du Premier ministre;0;0;0;150 000 000;0;0;0;0;0;0;0;0;150 000 000;150 000 000
Investir pour la France de 2030;AV;BG;423;Accélération de la modernisation des entreprises;09;Grands défis;;;31;3;12;Services du Premier ministre;0;0;0;100 000 000;0;0;0;0;0;0;0;0;100 000 000;100 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;01;Programmes et équipements prioritaires de recherche;;;64;6;12;Services du Premier ministre;0;0;0;300 000 000;0;0;0;0;0;0;0;0;300 000 000;300 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;02;Maturation de technologies, R&D, valorisation de la recherche;;;62;6;12;Services du Premier ministre;0;0;0;150 000 000;0;0;0;0;0;0;0;0;150 000 000;150 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;02;Maturation de technologies, R&D, valorisation de la recherche;;;64;6;12;Services du Premier ministre;0;0;0;0;0;1 500 000 000;0;170 000 000;0;1 500 000 000;1 500 000 000;0;170 000 000;170 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;03;Démonstration en conditions réelles, amorçage et premières commerciales;;;62;6;12;Services du Premier ministre;0;0;0;250 000 000;0;0;0;0;0;0;0;0;250 000 000;250 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;03;Démonstration en conditions réelles, amorçage et premières commerciales;;;63;6;12;Services du Premier ministre;0;0;0;0;0;5 000 000 000;0;390 000 000;0;5 000 000 000;5 000 000 000;0;390 000 000;390 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;04;Soutien au déploiement;;;62;6;12;Services du Premier ministre;0;0;0;300 000 000;0;7 500 000 000;0;960 000 000;0;7 500 000 000;7 500 000 000;0;1 260 000 000;1 260 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;05;Accélération de la croissance (fonds propres);;;31;3;12;Services du Premier ministre;0;0;0;500 000 000;0;1 000 000 000;0;60 000 000;0;1 000 000 000;1 000 000 000;0;560 000 000;560 000 000
Investir pour la France de 2030;AV;BG;424;Financement des investissements stratégiques;06;Industrialisation et déploiement;;;62;6;12;Services du Premier ministre;0;0;0;0;0;12 998 300 000;0;998 300 000;0;12 998 300 000;12 998 300 000;0;998 300 000;998 300 000
Investir pour la France de 2030;AV;BG;425;Financement structurel des écosystèmes d'innovation;01;Financements de l'écosystème ESRI et valorisation;;;64;6;12;Services du Premier ministre;0;0;0;125 000 000;0;2 000 000 000;0;120 000 000;0;2 000 000 000;2 000 000 000;0;245 000 000;245 000 000
Investir pour la France de 2030;AV;BG;425;Financement structurel des écosystèmes d'innovation;02;Aides à l'innovation « bottom-up » (subventions et prêts);;;62;6;12;Services du Premier ministre;0;11 000 000;0;370 821 863;0;1 000 000 000;0;200 000 000;0;1 011 000 000;1 011 000 000;0;570 821 863;570 821 863
Investir pour la France de 2030;AV;BG;425;Financement structurel des écosystèmes d'innovation;03;Aides à l’innovation « bottom-up » (fonds propres);;;31;3;12;Services du Premier ministre;0;0;0;0;0;3 000 000 000;0;600 000 000;0;3 000 000 000;3 000 000 000;0;600 000 000;600 000 000
Pouvoirs publics;PB;BG;501;Présidence de la République;01;Présidence de la République;;;10;1;7;Économie, finances et relance;0;105 300 000;0;105 300 000;0;0;0;0;0;105 300 000;105 300 000;0;105 300 000;105 300 000
Pouvoirs publics;PB;BG;511;Assemblée nationale;01;Assemblée nationale;;;10;1;7;Économie, finances et relance;0;552 490 000;0;552 490 000;0;0;0;0;0;552 490 000;552 490 000;0;552 490 000;552 490 000
Pouvoirs publics;PB;BG;521;Sénat;01;Sénat;;;10;1;7;Économie, finances et relance;0;327 227 700;0;327 227 700;0;0;0;0;0;327 227 700;327 227 700;0;327 227 700;327 227 700
Pouvoirs publics;PB;BG;521;Sénat;02;Jardin du Luxembourg;;;10;1;7;Économie, finances et relance;0;11 356 900;0;11 356 900;0;0;0;0;0;11 356 900;11 356 900;0;11 356 900;11 356 900
Pouvoirs publics;PB;BG;531;Conseil constitutionnel;01;Conseil constitutionnel;;;10;1;7;Économie, finances et relance;0;15 963 000;0;15 963 000;0;0;0;0;0;15 963 000;15 963 000;0;15 963 000;15 963 000
Pouvoirs publics;PB;BG;533;Cour de justice de la République;01;Cour de justice de la République;;;10;1;7;Économie, finances et relance;0;984 000;0;984 000;0;0;0;0;0;984 000;984 000;0;984 000;984 000
Pouvoirs publics;PB;BG;541;La Chaîne parlementaire;01;La Chaîne parlementaire - Assemblée nationale;;;10;1;7;Économie, finances et relance;0;16 641 162;0;16 641 162;0;0;0;0;0;16 641 162;16 641 162;0;16 641 162;16 641 162
Pouvoirs publics;PB;BG;541;La Chaîne parlementaire;02;Public Sénat;;;10;1;7;Économie, finances et relance;0;17 648 000;0;17 648 000;0;0;0;0;0;17 648 000;17 648 000;0;17 648 000;17 648 000
Crédits non répartis;PC;BG;551;Provision relative aux rémunérations publiques;01;Provision relative aux rémunérations publiques;;;21;2;7;Économie, finances et relance;323 667 000;0;323 667 000;0;100 000 000;0;100 000 000;0;423 667 000;0;423 667 000;423 667 000;0;423 667 000
Crédits non répartis;PC;BG;552;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles;;;31;3;7;Économie, finances et relance;0;424 000 000;0;124 000 000;0;0;0;0;0;424 000 000;424 000 000;0;124 000 000;124 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;31;3;7;Économie, finances et relance;0;32 000 000;0;40 000 000;0;0;0;0;0;32 000 000;32 000 000;0;40 000 000;40 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;51;5;7;Économie, finances et relance;0;148 000 000;0;190 000 000;0;0;0;0;0;148 000 000;148 000 000;0;190 000 000;190 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;72;7;7;Économie, finances et relance;0;30 000 000;0;30 000 000;0;0;0;0;0;30 000 000;30 000 000;0;30 000 000;30 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;12;Contrôles règlementaires, audits, expertises et diagnostics;;;31;3;7;Économie, finances et relance;0;21 000 000;0;21 000 000;0;0;0;0;0;21 000 000;21 000 000;0;21 000 000;21 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;12;Contrôles règlementaires, audits, expertises et diagnostics;;;51;5;7;Économie, finances et relance;0;900 000;0;900 000;0;0;0;0;0;900 000;900 000;0;900 000;900 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;13;Maintenance à la charge du propriétaire;;;31;3;7;Économie, finances et relance;0;45 000 000;0;44 000 000;0;-4 393 173;0;-4 393 173;0;40 606 827;40 606 827;0;39 606 827;39 606 827
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;13;Maintenance à la charge du propriétaire;;;51;5;7;Économie, finances et relance;0;3 500 000;0;3 500 000;0;0;0;0;0;3 500 000;3 500 000;0;3 500 000;3 500 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;14;Gros entretien, réhabilitation, mise en conformité et remise en état;;;31;3;7;Économie, finances et relance;0;30 000 000;0;28 000 000;0;0;0;0;0;30 000 000;30 000 000;0;28 000 000;28 000 000
Gestion du patrimoine immobilier de l'État;YB;CAS;723;Opérations immobilières et entretien des bâtiments de l'État;14;Gros entretien, réhabilitation, mise en conformité et remise en état;;;51;5;7;Économie, finances et relance;0;59 600 000;0;62 600 000;0;0;0;0;0;59 600 000;59 600 000;0;62 600 000;62 600 000
Participations financières de l'État;YC;CAS;731;Opérations en capital intéressant les participations financières de l'État;01;Augmentations de capital, dotations en fonds propres, avances d'actionnaire et prêts assimilés;;;73;7;7;Économie, finances et relance;0;5 175 000 000;0;5 175 000 000;0;660 000 000;0;660 000 000;0;5 835 000 000;5 835 000 000;0;5 835 000 000;5 835 000 000
Participations financières de l'État;YC;CAS;731;Opérations en capital intéressant les participations financières de l'État;03;Achats ou souscriptions de titres, parts ou droits de société;;;73;7;7;Économie, finances et relance;0;1 562 000 000;0;1 562 000 000;0;0;0;0;0;1 562 000 000;1 562 000 000;0;1 562 000 000;1 562 000 000
Participations financières de l'État;YC;CAS;731;Opérations en capital intéressant les participations financières de l'État;04;Autres investissements financiers de nature patrimoniale;;;73;7;7;Économie, finances et relance;0;310 000 000;0;310 000 000;0;0;0;0;0;310 000 000;310 000 000;0;310 000 000;310 000 000
Participations financières de l'État;YC;CAS;732;Désendettement de l'État et d'établissements publics de l'État;01;Désendettement de l'État ou d'établissements publics de l'État;;;73;7;7;Économie, finances et relance;0;1 885 050 000;0;1 885 050 000;0;0;0;0;0;1 885 050 000;1 885 050 000;0;1 885 050 000;1 885 050 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;22;2;7;Économie, finances et relance;530 432 541;0;530 432 541;0;0;0;0;0;530 432 541;0;530 432 541;530 432 541;0;530 432 541
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;23;2;7;Économie, finances et relance;46 806 861 842;0;46 806 861 842;0;73 470 000;0;73 470 000;0;46 880 331 842;0;46 880 331 842;46 880 331 842;0;46 880 331 842
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;31;3;7;Économie, finances et relance;0;200 000;0;200 000;0;0;0;0;0;200 000;200 000;0;200 000;200 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;61;6;7;Économie, finances et relance;0;400 000;0;400 000;0;0;0;0;0;400 000;400 000;0;400 000;400 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;64;6;7;Économie, finances et relance;0;2 200 000;0;2 200 000;0;0;0;0;0;2 200 000;2 200 000;0;2 200 000;2 200 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;22;2;7;Économie, finances et relance;240 559 845;0;240 559 845;0;0;0;0;0;240 559 845;0;240 559 845;240 559 845;0;240 559 845
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;23;2;7;Économie, finances et relance;9 868 703 620;0;9 868 703 620;0;29 330 000;0;29 330 000;0;9 898 033 620;0;9 898 033 620;9 898 033 620;0;9 898 033 620
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;31;3;7;Économie, finances et relance;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;61;6;7;Économie, finances et relance;0;50 000;0;50 000;0;0;0;0;0;50 000;50 000;0;50 000;50 000
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;03;Allocations temporaires d'invalidité;;;23;2;7;Économie, finances et relance;135 068 639;0;135 068 639;0;0;0;0;0;135 068 639;0;135 068 639;135 068 639;0;135 068 639
Pensions;YD;CAS;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;03;Allocations temporaires d'invalidité;;;31;3;7;Économie, finances et relance;0;50 000;0;50 000;0;0;0;0;0;50 000;50 000;0;50 000;50 000
Pensions;YD;CAS;742;Ouvriers des établissements industriels de l'État;01;Prestations vieillesse et invalidité;;;23;2;7;Économie, finances et relance;1 869 491 483;0;1 869 491 483;0;5 000 000;0;5 000 000;0;1 874 491 483;0;1 874 491 483;1 874 491 483;0;1 874 491 483
Pensions;YD;CAS;742;Ouvriers des établissements industriels de l'État;03;Autres dépenses spécifiques;;;23;2;7;Économie, finances et relance;1 541 590;0;1 541 590;0;0;0;0;0;1 541 590;0;1 541 590;1 541 590;0;1 541 590
Pensions;YD;CAS;742;Ouvriers des établissements industriels de l'État;04;Gestion du régime;;;31;3;7;Économie, finances et relance;0;6 108 323;0;6 108 323;0;0;0;0;0;6 108 323;6 108 323;0;6 108 323;6 108 323
Pensions;YD;CAS;742;Ouvriers des établissements industriels de l'État;05;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM);;;23;2;7;Économie, finances et relance;53 140 631;0;53 140 631;0;0;0;0;0;53 140 631;0;53 140 631;53 140 631;0;53 140 631
Pensions;YD;CAS;742;Ouvriers des établissements industriels de l'État;05;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM);;;31;3;7;Économie, finances et relance;0;507 308;0;507 308;0;0;0;0;0;507 308;507 308;0;507 308;507 308
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;01;Reconnaissance de la Nation;;;61;6;7;Économie, finances et relance;0;604 858 370;0;604 858 370;0;0;0;0;0;604 858 370;604 858 370;0;604 858 370;604 858 370
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation;;;31;3;7;Économie, finances et relance;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation;;;61;6;7;Économie, finances et relance;0;808 449 719;0;808 449 719;0;0;0;0;0;808 449 719;808 449 719;0;808 449 719;808 449 719
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;03;Pensions d'Alsace-Moselle;;;23;2;7;Économie, finances et relance;16 000 000;0;16 000 000;0;0;0;0;0;16 000 000;0;16 000 000;16 000 000;0;16 000 000
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;04;Allocations de reconnaissance des anciens supplétifs;;;61;6;7;Économie, finances et relance;0;19 135 829;0;19 135 829;0;20 669 235;0;20 669 235;0;39 805 064;39 805 064;0;39 805 064;39 805 064
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;05;Pensions des anciens agents du chemin de fer franco-éthiopien;;;31;3;7;Économie, finances et relance;0;7 600;0;7 600;0;0;0;0;0;7 600;7 600;0;7 600;7 600
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;05;Pensions des anciens agents du chemin de fer franco-éthiopien;;;61;6;7;Économie, finances et relance;0;35 400;0;35 400;0;0;0;0;0;35 400;35 400;0;35 400;35 400
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;06;Pensions des sapeurs-pompiers et anciens agents de la défense passive victimes d'accident;;;31;3;7;Économie, finances et relance;0;370 000;0;370 000;0;0;0;0;0;370 000;370 000;0;370 000;370 000
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;06;Pensions des sapeurs-pompiers et anciens agents de la défense passive victimes d'accident;;;61;6;7;Économie, finances et relance;0;11 530 000;0;11 530 000;0;0;0;0;0;11 530 000;11 530 000;0;11 530 000;11 530 000
Pensions;YD;CAS;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;07;Pensions de l'ORTF;;;61;6;7;Économie, finances et relance;0;90 000;0;90 000;0;0;0;0;0;90 000;90 000;0;90 000;90 000
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;01;Dispositifs de contrôle;;;31;3;9;Intérieur;0;133 925 680;0;133 925 680;0;0;0;0;0;133 925 680;133 925 680;0;133 925 680;133 925 680
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;01;Dispositifs de contrôle;;;51;5;9;Intérieur;0;57 800 000;0;57 800 000;0;0;0;0;0;57 800 000;57 800 000;0;57 800 000;57 800 000
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;02;Centre national de traitement;;;32;3;9;Intérieur;0;74 811 893;0;74 811 893;0;0;0;0;0;74 811 893;74 811 893;0;74 811 893;74 811 893
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;02;Centre national de traitement;;;72;7;9;Intérieur;0;15 000 000;0;15 000 000;0;0;0;0;0;15 000 000;15 000 000;0;15 000 000;15 000 000
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;03;Soutien au programme;;;31;3;9;Intérieur;0;16 662 427;0;16 662 427;0;0;0;0;0;16 662 427;16 662 427;0;16 662 427;16 662 427
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;03;Soutien au programme;;;62;6;9;Intérieur;0;250 000;0;250 000;0;0;0;0;0;250 000;250 000;0;250 000;250 000
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;04;Système d'information Education routière et permis de conduire;;;31;3;9;Intérieur;0;29 250 000;0;29 250 000;0;0;0;0;0;29 250 000;29 250 000;0;29 250 000;29 250 000
Contrôle de la circulation et du stationnement routiers;YE;CAS;751;Structures et dispositifs de sécurité routière;04;Système d'information Education routière et permis de conduire;;;51;5;9;Intérieur;0;12 250 000;0;12 250 000;0;0;0;0;0;12 250 000;12 250 000;0;12 250 000;12 250 000
