Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;31;3;10;Justice;0;250 000;0;250 000;0;0;0;0;0;250 000;250 000;0;250 000;250 000
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;61;6;10;Justice;0;614 894 431;0;614 894 431;0;0;0;0;0;614 894 431;614 894 431;0;614 894 431;614 894 431
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;64;6;10;Justice;0;65 000;0;65 000;0;0;0;0;0;65 000;65 000;0;65 000;65 000
Justice;JA;BG;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;31;3;10;Justice;0;81 982;0;81 982;0;0;0;0;0;81 982;81 982;0;81 982;81 982
Justice;JA;BG;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;64;6;10;Justice;0;12 176 868;0;12 176 868;0;0;0;0;0;12 176 868;12 176 868;0;12 176 868;12 176 868
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;31;3;10;Justice;0;6 753 265;0;6 753 265;0;0;0;0;0;6 753 265;6 753 265;0;6 753 265;6 753 265
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;63;6;10;Justice;0;45 000;0;45 000;0;0;0;0;0;45 000;45 000;0;45 000;45 000
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;64;6;10;Justice;0;33 476 970;0;33 476 970;0;0;0;0;0;33 476 970;33 476 970;0;33 476 970;33 476 970
Justice;JA;BG;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;63;6;10;Justice;0;13 000;0;13 000;0;0;0;0;0;13 000;13 000;0;13 000;13 000
Justice;JA;BG;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;64;6;10;Justice;0;12 276 181;0;12 276 181;0;0;0;0;0;12 276 181;12 276 181;0;12 276 181;12 276 181
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;01;Indemnisation des demandeurs d'emploi;61;6;36;Travail, emploi et insertion;0;2 339 812 312;0;2 339 812 312;0;0;0;0;0;2 339 812 312;2 339 812 312;0;2 339 812 312;2 339 812 312
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;02;Coordination du service public de l'emploi;32;3;36;Travail, emploi et insertion;0;1 064 446 848;0;1 064 446 848;0;0;0;0;0;1 064 446 848;1 064 446 848;0;1 064 446 848;1 064 446 848
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;02;Coordination du service public de l'emploi;64;6;36;Travail, emploi et insertion;0;0;0;0;0;5 000 000;0;5 000 000;0;5 000 000;5 000 000;0;5 000 000;5 000 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;32;3;36;Travail, emploi et insertion;0;59 300 000;0;59 300 000;0;0;0;0;0;59 300 000;59 300 000;0;59 300 000;59 300 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;62;6;36;Travail, emploi et insertion;0;300 000 000;0;152 376 375;0;-6 000 000;0;-6 000 000;0;294 000 000;294 000 000;0;146 376 375;146 376 375
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;63;6;36;Travail, emploi et insertion;0;145 959 913;0;111 926 937;0;0;0;0;0;145 959 913;145 959 913;0;111 926 937;111 926 937
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;64;6;36;Travail, emploi et insertion;0;313 033 523;0;240 044 563;0;0;0;0;0;313 033 523;313 033 523;0;240 044 563;240 044 563
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;72;7;36;Travail, emploi et insertion;0;14 000 000;0;14 000 000;0;0;0;0;0;14 000 000;14 000 000;0;14 000 000;14 000 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;32;3;36;Travail, emploi et insertion;0;62 440 923;0;62 440 923;0;73 100 000;0;73 100 000;0;135 540 923;135 540 923;0;135 540 923;135 540 923
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;61;6;36;Travail, emploi et insertion;0;302 537 183;0;302 537 183;0;140 000 000;0;140 000 000;0;442 537 183;442 537 183;0;442 537 183;442 537 183
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;62;6;36;Travail, emploi et insertion;0;302 356 627;0;308 356 627;0;0;0;0;0;302 356 627;302 356 627;0;308 356 627;308 356 627
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;64;6;36;Travail, emploi et insertion;0;2 096 988 280;0;1 943 701 616;0;319 537 766;0;319 537 766;0;2 416 526 046;2 416 526 046;0;2 263 239 382;2 263 239 382
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;03;Plan d'investissement des compétences;;;61;6;36;Travail, emploi et insertion;0;490 356 852;0;490 356 852;0;0;0;0;0;490 356 852;490 356 852;0;490 356 852;490 356 852
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;03;Plan d'investissement des compétences;;;64;6;36;Travail, emploi et insertion;0;86 500 000;0;188 712 409;0;0;0;0;0;86 500 000;86 500 000;0;188 712 409;188 712 409
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de l'emploi en TPE-PME;62;6;36;Travail, emploi et insertion;0;425 955 637;0;202 279 902;0;0;0;0;0;425 955 637;425 955 637;0;202 279 902;202 279 902
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de l'emploi en TPE-PME;64;6;36;Travail, emploi et insertion;0;14 182 497;0;14 243 086;0;150 000 000;0;174 000 000;0;164 182 497;164 182 497;0;188 243 086;188 243 086
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;61;6;36;Travail, emploi et insertion;0;1 701 032;0;1 701 032;0;0;0;0;0;1 701 032;1 701 032;0;1 701 032;1 701 032
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;62;6;36;Travail, emploi et insertion;0;21 912 491;0;21 912 491;0;0;0;0;0;21 912 491;21 912 491;0;21 912 491;21 912 491
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;64;6;36;Travail, emploi et insertion;0;0;0;0;0;0;0;210 000 000;0;0;0;0;210 000 000;210 000 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;03;Reconnaissance des compétences acquises par les personnes;64;6;36;Travail, emploi et insertion;0;1 000 000;0;1 000 000;0;0;0;0;0;1 000 000;1 000 000;0;1 000 000;1 000 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;32;3;36;Travail, emploi et insertion;0;113 826 125;0;113 826 125;0;0;0;0;0;113 826 125;113 826 125;0;113 826 125;113 826 125
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;62;6;36;Travail, emploi et insertion;0;2 081 957 501;0;1 445 681 624;0;0;0;0;0;2 081 957 501;2 081 957 501;0;1 445 681 624;1 445 681 624
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;64;6;36;Travail, emploi et insertion;0;25 113 139;0;25 141 903;0;4 700 000;0;4 700 000;0;29 813 139;29 813 139;0;29 841 903;29 841 903
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;61;6;36;Travail, emploi et insertion;0;2 232 454 847;0;2 232 454 847;0;0;0;0;0;2 232 454 847;2 232 454 847;0;2 232 454 847;2 232 454 847
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;62;6;36;Travail, emploi et insertion;0;709 678 142;0;709 678 142;0;-5 000 000;0;-5 000 000;0;704 678 142;704 678 142;0;704 678 142;704 678 142
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;02;Promotion de l'activité;62;6;36;Travail, emploi et insertion;0;505 976 020;0;510 761 420;0;-8 921;0;-8 921;0;505 967 099;505 967 099;0;510 752 499;510 752 499
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;02;Promotion de l'activité;64;6;36;Travail, emploi et insertion;0;13 957 475;0;13 743 682;0;1 000 000;0;1 000 000;0;14 957 475;14 957 475;0;14 743 682;14 743 682
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;04;Plan d'investissement des compétences;;;62;6;36;Travail, emploi et insertion;0;0;0;0;0;0;0;60 000 000;0;0;0;0;60 000 000;60 000 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;04;Plan d'investissement des compétences;;;63;6;36;Travail, emploi et insertion;0;310 252 214;0;96 809 423;0;356 000 000;0;181 000 000;0;666 252 214;666 252 214;0;277 809 423;277 809 423
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;04;Plan d'investissement des compétences;;;64;6;36;Travail, emploi et insertion;0;0;0;0;0;0;0;70 000 000;0;0;0;0;70 000 000;70 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;32;3;9;Intérieur;0;245 832 970;0;245 832 970;0;-1 738 293;0;-1 738 293;0;244 094 677;244 094 677;0;244 094 677;244 094 677
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;61;6;9;Intérieur;0;11 000 000;0;11 000 000;0;0;0;0;0;11 000 000;11 000 000;0;11 000 000;11 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;31;3;9;Intérieur;0;3 000 000;0;3 000 000;0;0;0;0;0;3 000 000;3 000 000;0;3 000 000;3 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;62;6;9;Intérieur;0;1 200 000;0;1 200 000;0;0;0;0;0;1 200 000;1 200 000;0;1 200 000;1 200 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;63;6;9;Intérieur;0;6 000 000;0;6 000 000;0;0;0;0;0;6 000 000;6 000 000;0;6 000 000;6 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;64;6;9;Intérieur;0;69 286 070;0;69 286 070;0;0;0;0;0;69 286 070;69 286 070;0;69 286 070;69 286 070
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;;;31;3;9;Intérieur;0;992 022;0;1 053 353;0;0;0;0;0;992 022;992 022;0;1 053 353;1 053 353
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;61;6;9;Intérieur;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;64;6;9;Intérieur;0;93 111 756;0;93 111 756;0;0;0;0;0;93 111 756;93 111 756;0;93 111 756;93 111 756
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;16;Accompagnement des foyers de travailleurs migrants;;;64;6;9;Intérieur;0;8 138 000;0;8 138 000;0;0;0;0;0;8 138 000;8 138 000;0;8 138 000;8 138 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;21;2;1;Europe et affaires étrangères;49 841 325;0;49 841 325;0;0;0;0;0;49 841 325;0;49 841 325;49 841 325;0;49 841 325
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;22;2;1;Europe et affaires étrangères;22 658 999;0;22 658 999;0;0;0;0;0;22 658 999;0;22 658 999;22 658 999;0;22 658 999
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;23;2;1;Europe et affaires étrangères;702 350;0;702 350;0;0;0;0;0;702 350;0;702 350;702 350;0;702 350
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;31;3;1;Europe et affaires étrangères;0;20 574 846;0;20 574 846;0;-48 028;0;-48 028;0;20 526 818;20 526 818;0;20 526 818;20 526 818
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;61;6;1;Europe et affaires étrangères;0;4 341 517;0;4 341 517;0;0;0;0;0;4 341 517;4 341 517;0;4 341 517;4 341 517
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;21;2;1;Europe et affaires étrangères;8 703 316;0;8 703 316;0;0;0;0;0;8 703 316;0;8 703 316;8 703 316;0;8 703 316
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;22;2;1;Europe et affaires étrangères;2 923 390;0;2 923 390;0;0;0;0;0;2 923 390;0;2 923 390;2 923 390;0;2 923 390
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;23;2;1;Europe et affaires étrangères;66 493;0;66 493;0;0;0;0;0;66 493;0;66 493;66 493;0;66 493
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;31;3;1;Europe et affaires étrangères;0;15 000;0;15 000;0;0;0;0;0;15 000;15 000;0;15 000;15 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;61;6;1;Europe et affaires étrangères;0;49 300 965;0;49 300 965;0;0;0;0;0;49 300 965;49 300 965;0;49 300 965;49 300 965
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;64;6;1;Europe et affaires étrangères;0;0;0;0;0;82 830 000;0;82 830 000;0;82 830 000;82 830 000;0;82 830 000;82 830 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;04;Contributions internationales;;;61;6;1;Europe et affaires étrangères;0;652 207 085;0;652 207 085;0;0;0;0;0;652 207 085;652 207 085;0;652 207 085;652 207 085
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;21;2;1;Europe et affaires étrangères;52 789 086;0;52 789 086;0;0;0;0;0;52 789 086;0;52 789 086;52 789 086;0;52 789 086
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;22;2;1;Europe et affaires étrangères;20 774 144;0;20 774 144;0;0;0;0;0;20 774 144;0;20 774 144;20 774 144;0;20 774 144
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;23;2;1;Europe et affaires étrangères;185 052;0;185 052;0;0;0;0;0;185 052;0;185 052;185 052;0;185 052
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;31;3;1;Europe et affaires étrangères;0;3 951 832;0;3 951 832;0;0;0;0;0;3 951 832;3 951 832;0;3 951 832;3 951 832
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;61;6;1;Europe et affaires étrangères;0;32 345 813;0;32 345 813;0;0;0;0;0;32 345 813;32 345 813;0;32 345 813;32 345 813
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;21;2;1;Europe et affaires étrangères;91 989 846;0;91 989 846;0;0;0;0;0;91 989 846;0;91 989 846;91 989 846;0;91 989 846
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;22;2;1;Europe et affaires étrangères;42 497 264;0;42 497 264;0;0;0;0;0;42 497 264;0;42 497 264;42 497 264;0;42 497 264
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;23;2;1;Europe et affaires étrangères;1 221 042;0;1 221 042;0;0;0;0;0;1 221 042;0;1 221 042;1 221 042;0;1 221 042
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;31;3;1;Europe et affaires étrangères;0;105 805 987;0;112 507 758;0;-891 765;0;-891 765;0;104 914 222;104 914 222;0;111 615 993;111 615 993
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;51;5;1;Europe et affaires étrangères;0;16 499 530;0;12 787 732;0;0;0;0;0;16 499 530;16 499 530;0;12 787 732;12 787 732
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;21;2;1;Europe et affaires étrangères;352 271 133;0;352 271 133;0;0;0;0;0;352 271 133;0;352 271 133;352 271 133;0;352 271 133
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;22;2;1;Europe et affaires étrangères;74 781 990;0;74 781 990;0;0;0;0;0;74 781 990;0;74 781 990;74 781 990;0;74 781 990
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;23;2;1;Europe et affaires étrangères;2 038 497;0;2 038 497;0;0;0;0;0;2 038 497;0;2 038 497;2 038 497;0;2 038 497
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;31;3;1;Europe et affaires étrangères;0;194 819 963;0;194 619 963;0;-107 240;0;-107 240;0;194 712 723;194 712 723;0;194 512 723;194 512 723
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;51;5;1;Europe et affaires étrangères;0;65 891 487;0;65 891 487;0;0;0;0;0;65 891 487;65 891 487;0;65 891 487;65 891 487
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;21;2;10;Justice;1 263 770 269;0;1 263 770 269;0;0;0;0;0;1 263 770 269;0;1 263 770 269;1 263 770 269;0;1 263 770 269
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;22;2;10;Justice;866 051 494;0;866 051 494;0;0;0;0;0;866 051 494;0;866 051 494;866 051 494;0;866 051 494
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;23;2;10;Justice;9 397 900;0;9 397 900;0;0;0;0;0;9 397 900;0;9 397 900;9 397 900;0;9 397 900
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;31;3;10;Justice;0;344 364 161;0;334 212 161;0;0;0;0;0;344 364 161;344 364 161;0;334 212 161;334 212 161
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;51;5;10;Justice;0;1 054 690 368;0;636 275 496;0;0;0;0;0;1 054 690 368;1 054 690 368;0;636 275 496;636 275 496
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;21;2;10;Justice;232 786 752;0;232 786 752;0;0;0;0;0;232 786 752;0;232 786 752;232 786 752;0;232 786 752
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;22;2;10;Justice;159 526 899;0;159 526 899;0;0;0;0;0;159 526 899;0;159 526 899;159 526 899;0;159 526 899
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;23;2;10;Justice;1 731 095;0;1 731 095;0;0;0;0;0;1 731 095;0;1 731 095;1 731 095;0;1 731 095
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;31;3;10;Justice;0;2 150 967 257;0;626 432 746;0;0;0;0;0;2 150 967 257;2 150 967 257;0;626 432 746;626 432 746
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;61;6;10;Justice;0;6 981 720;0;6 981 720;0;0;0;0;0;6 981 720;6 981 720;0;6 981 720;6 981 720
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;64;6;10;Justice;0;10 540 910;0;10 540 910;0;0;0;0;0;10 540 910;10 540 910;0;10 540 910;10 540 910
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;21;2;10;Justice;171 326 885;0;171 326 885;0;0;0;0;0;171 326 885;0;171 326 885;171 326 885;0;171 326 885
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;22;2;10;Justice;117 408 091;0;117 408 091;0;0;0;0;0;117 408 091;0;117 408 091;117 408 091;0;117 408 091
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;23;2;10;Justice;1 274 055;0;1 274 055;0;0;0;0;0;1 274 055;0;1 274 055;1 274 055;0;1 274 055
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;31;3;10;Justice;0;120 505 102;0;112 904 310;0;0;0;0;0;120 505 102;120 505 102;0;112 904 310;112 904 310
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;32;3;10;Justice;0;33 413 462;0;33 413 462;0;0;0;0;0;33 413 462;33 413 462;0;33 413 462;33 413 462
Cohésion des territoires;VA;BG;109;Aide à l'accès au logement;01;Aides personnelles;;;61;6;23;Transition écologique;0;13 070 000 000;0;13 070 000 000;0;0;0;0;0;13 070 000 000;13 070 000 000;0;13 070 000 000;13 070 000 000
Cohésion des territoires;VA;BG;109;Aide à l'accès au logement;02;Information relative au logement et accompagnement des publics en difficulté;;;64;6;23;Transition écologique;0;9 400 000;0;9 400 000;0;0;0;0;0;9 400 000;9 400 000;0;9 400 000;9 400 000
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;31;3;7;Économie, finances et relance;0;0;0;196 844;0;0;0;0;0;0;0;0;196 844;196 844
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;64;6;7;Économie, finances et relance;0;366 192 700;0;610 801 998;0;0;0;0;0;366 192 700;366 192 700;0;610 801 998;610 801 998
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;73;7;7;Économie, finances et relance;0;1 500 000 000;0;649 127 640;0;0;0;0;0;1 500 000 000;1 500 000 000;0;649 127 640;649 127 640
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;31;3;7;Économie, finances et relance;0;14 857 300;0;14 857 300;0;0;0;0;0;14 857 300;14 857 300;0;14 857 300;14 857 300
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;62;6;7;Économie, finances et relance;0;7 312 000;0;6 682 000;0;0;0;0;0;7 312 000;7 312 000;0;6 682 000;6 682 000
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;63;6;7;Économie, finances et relance;0;0;0;3 538 173;0;0;0;0;0;0;0;0;3 538 173;3 538 173
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;64;6;7;Économie, finances et relance;0;1 155 350 000;0;467 477 500;0;0;0;0;0;1 155 350 000;1 155 350 000;0;467 477 500;467 477 500
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;03;Traitement de la dette des pays pauvres;;;73;7;7;Économie, finances et relance;0;170 000 000;0;109 353 721;0;0;0;0;0;170 000 000;170 000 000;0;109 353 721;109 353 721
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;32;3;36;Travail, emploi et insertion;0;17 980 000;0;17 980 000;0;0;0;0;0;17 980 000;17 980 000;0;17 980 000;17 980 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;62;6;36;Travail, emploi et insertion;0;2 000 000;0;2 000 000;0;0;0;0;0;2 000 000;2 000 000;0;2 000 000;2 000 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;64;6;36;Travail, emploi et insertion;0;4 350 000;0;4 050 000;0;0;0;0;0;4 350 000;4 350 000;0;4 050 000;4 050 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;31;3;36;Travail, emploi et insertion;0;726 304;0;726 304;0;0;0;0;0;726 304;726 304;0;726 304;726 304
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;61;6;36;Travail, emploi et insertion;0;740 000;0;740 000;0;0;0;0;0;740 000;740 000;0;740 000;740 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;62;6;36;Travail, emploi et insertion;0;572 000;0;572 000;0;0;0;0;0;572 000;572 000;0;572 000;572 000
