Exercice;loi;typeBudget;ministere;mission;programme;action;sous_action;categorie;titre;AE LFI 2020;CP LFI 2020
2020;LFI;BG;1;AA;151;151-01;;64;6;3 705 000;3 705 000
2020;LFI;BG;1;AA;151;151-02;;61;6;105 310 000;105 310 000
2020;LFI;BG;1;AA;151;151-03;;21;2;46 409 594;46 409 594
2020;LFI;BG;1;AA;151;151-03;;22;2;8 340 998;8 340 998
2020;LFI;BG;1;AA;151;151-03;;23;2;227 829;227 829
2020;LFI;BG;9;SB;152;;152-01-01;21;2;1 698 070 741;1 698 070 741
2020;LFI;BG;9;SB;152;;152-01-01;22;2;1 746 250 083;1 746 250 083
2020;LFI;BG;9;SB;152;;152-01-01;23;2;8 399 553;8 399 553
2020;LFI;BG;9;SB;152;;152-01-02;21;2;5 027 146;5 027 146
2020;LFI;BG;9;SB;152;;152-01-02;22;2;5 169 781;5 169 781
2020;LFI;BG;9;SB;152;;152-01-02;23;2;24 867;24 867
2020;LFI;BG;9;SB;152;;152-02-01;21;2;367 748 438;367 748 438
2020;LFI;BG;9;SB;152;;152-02-01;22;2;379 083 511;379 083 511
2020;LFI;BG;9;SB;152;;152-02-01;23;2;1 891 451;1 891 451
2020;LFI;BG;9;SB;152;;152-02-02;21;2;183 635;183 635
2020;LFI;BG;9;SB;152;;152-02-02;22;2;189 296;189 296
2020;LFI;BG;9;SB;152;;152-02-02;23;2;944;944
2020;LFI;BG;9;SB;152;;152-03-01;21;2;1 097 094 480;1 097 094 480
2020;LFI;BG;9;SB;152;;152-03-01;22;2;1 128 256 957;1 128 256 957
2020;LFI;BG;9;SB;152;;152-03-01;23;2;5 408 835;5 408 835
2020;LFI;BG;9;SB;152;;152-03-02;21;2;4 737 749;4 737 749
2020;LFI;BG;9;SB;152;;152-03-02;22;2;4 872 322;4 872 322
2020;LFI;BG;9;SB;152;;152-03-02;23;2;23 358;23 358
2020;LFI;BG;9;SB;152;;152-04-01;21;2;474 766 444;474 766 444
2020;LFI;BG;9;SB;152;;152-04-01;22;2;441 432 223;441 432 223
2020;LFI;BG;9;SB;152;;152-04-01;23;2;1 691 056;1 691 056
2020;LFI;BG;9;SB;152;;152-04-01;31;3;1 942 183 702;1 103 972 905
2020;LFI;BG;9;SB;152;;152-04-01;51;5;139 334 787;163 749 430
2020;LFI;BG;9;SB;152;;152-04-01;63;6;5 000 000;14 422 539
2020;LFI;BG;9;SB;152;;152-04-02;21;2;77 276 515;77 276 515
2020;LFI;BG;9;SB;152;;152-04-02;22;2;71 850 789;71 850 789
2020;LFI;BG;9;SB;152;;152-04-02;23;2;275 249;275 249
2020;LFI;BG;9;SB;152;;152-05-01;21;2;77 302 157;77 302 157
2020;LFI;BG;9;SB;152;;152-05-01;22;2;79 325 786;79 325 786
2020;LFI;BG;9;SB;152;;152-05-01;23;2;372 174;372 174
2020;LFI;BG;9;SB;152;;152-05-02;21;2;545 754;545 754
2020;LFI;BG;9;SB;152;;152-05-02;22;2;560 041;560 041
2020;LFI;BG;9;SB;152;;152-05-02;23;2;2 628;2 628
2020;LFI;BG;36;TB;155;155-08;;31;3;2 644 730;2 862 209
2020;LFI;BG;36;TB;155;155-08;;64;6;194 389;194 389
2020;LFI;BG;36;TB;155;155-09;;31;3;15 362 887;15 360 852
2020;LFI;BG;36;TB;155;155-11;;31;3;7 417 236;7 489 743
2020;LFI;BG;36;TB;155;155-12;;31;3;13 698 637;13 303 715
2020;LFI;BG;36;TB;155;155-12;;32;3;914 141;914 141
2020;LFI;BG;36;TB;155;155-13;;31;3;15 952 846;15 023 605
2020;LFI;BG;36;TB;155;155-13;;32;3;13 908 614;13 908 614
2020;LFI;BG;36;TB;155;155-14;;21;2;42 051 844;42 051 844
2020;LFI;BG;36;TB;155;155-14;;22;2;25 232 126;25 232 126
2020;LFI;BG;36;TB;155;155-14;;23;2;587 532;587 532
2020;LFI;BG;36;TB;155;155-15;;21;2;51 182 684;51 182 684
2020;LFI;BG;36;TB;155;155-15;;22;2;31 661 157;31 661 157
2020;LFI;BG;36;TB;155;155-15;;23;2;599 331;599 331
2020;LFI;BG;36;TB;155;155-16;;21;2;199 958 132;199 958 132
2020;LFI;BG;36;TB;155;155-16;;22;2;130 969 004;130 969 004
2020;LFI;BG;36;TB;155;155-16;;23;2;2 027 551;2 027 551
2020;LFI;BG;36;TB;155;155-17;;21;2;13 554 348;13 554 348
2020;LFI;BG;36;TB;155;155-17;;22;2;7 476 183;7 476 183
2020;LFI;BG;36;TB;155;155-17;;23;2;333 683;333 683
2020;LFI;BG;36;TB;155;155-18;;21;2;56 867 731;56 867 731
2020;LFI;BG;36;TB;155;155-18;;22;2;35 400 973;35 400 973
2020;LFI;BG;36;TB;155;155-18;;23;2;951 903;951 903
2020;LFI;BG;7;GA;156;156-01;;21;2;66 561 425;66 561 425
2020;LFI;BG;7;GA;156;156-01;;22;2;42 400 477;42 400 477
2020;LFI;BG;7;GA;156;156-01;;23;2;283 434;283 434
2020;LFI;BG;7;GA;156;156-01;;31;3;6 350 000;10 710 000
2020;LFI;BG;7;GA;156;156-02;;21;2;915 775 894;915 775 894
2020;LFI;BG;7;GA;156;156-02;;22;2;583 360 924;583 360 924
2020;LFI;BG;7;GA;156;156-02;;23;2;3 899 583;3 899 583
2020;LFI;BG;7;GA;156;156-02;;31;3;44 780 000;51 944 000
2020;LFI;BG;7;GA;156;156-02;;52;5;13 300 000;12 480 000
2020;LFI;BG;7;GA;156;156-03;;21;2;1 244 601 593;1 244 601 593
2020;LFI;BG;7;GA;156;156-03;;22;2;792 827 089;792 827 089
2020;LFI;BG;7;GA;156;156-03;;23;2;5 299 798;5 299 798
2020;LFI;BG;7;GA;156;156-03;;31;3;97 580 000;92 990 000
2020;LFI;BG;7;GA;156;156-03;;52;5;5 680 000;4 160 000
2020;LFI;BG;7;GA;156;156-05;;21;2;415 993 490;415 993 490
2020;LFI;BG;7;GA;156;156-05;;22;2;264 993 159;264 993 159
2020;LFI;BG;7;GA;156;156-05;;23;2;1 771 396;1 771 396
2020;LFI;BG;7;GA;156;156-05;;31;3;18 699 500;14 063 500
2020;LFI;BG;7;GA;156;156-05;;52;5;40 000;4 482 000
2020;LFI;BG;7;GA;156;156-06;;21;2;39 057 422;39 057 422
2020;LFI;BG;7;GA;156;156-06;;22;2;24 880 076;24 880 076
2020;LFI;BG;7;GA;156;156-06;;23;2;166 315;166 315
2020;LFI;BG;7;GA;156;156-06;;31;3;8 050 000;8 050 000
2020;LFI;BG;7;GA;156;156-07;;21;2;804 136 513;804 136 513
2020;LFI;BG;7;GA;156;156-07;;22;2;496 319 896;496 319 896
2020;LFI;BG;7;GA;156;156-07;;23;2;3 317 742;3 317 742
2020;LFI;BG;7;GA;156;156-07;;31;3;29 831 000;30 241 000
2020;LFI;BG;7;GA;156;156-07;;52;5;950 000;263 000
2020;LFI;BG;7;GA;156;156-08;;21;2;35 064 633;35 064 633
2020;LFI;BG;7;GA;156;156-08;;22;2;22 336 619;22 336 619
2020;LFI;BG;7;GA;156;156-08;;23;2;149 313;149 313
2020;LFI;BG;7;GA;156;156-08;;31;3;330 000;380 000
2020;LFI;BG;7;GA;156;156-08;;52;5;0;4 340 000
2020;LFI;BG;7;GA;156;156-09;;21;2;632 919 154;632 919 154
2020;LFI;BG;7;GA;156;156-09;;22;2;403 177 574;403 177 574
2020;LFI;BG;7;GA;156;156-09;;23;2;2 695 114;2 695 114
2020;LFI;BG;7;GA;156;156-09;;31;3;689 687 800;622 924 723
2020;LFI;BG;7;GA;156;156-09;;51;5;47 620 000;33 440 000
2020;LFI;BG;7;GA;156;156-09;;52;5;7 790 000;4 860 000
2020;LFI;BG;7;GA;156;156-09;;64;6;320 000;320 000
2020;LFI;BG;12;SE;157;157-12;;61;6;12 508 200 600;12 508 200 600
2020;LFI;BG;12;SE;157;157-13;;31;3;474 227;474 227
2020;LFI;BG;12;SE;157;157-13;;64;6;28 152 091;28 152 091
2020;LFI;BG;12;MB;158;158-01;;21;2;1 014 846;1 014 846
2020;LFI;BG;12;MB;158;158-01;;22;2;464 459;464 459
2020;LFI;BG;12;MB;158;158-01;;23;2;9 719;9 719
2020;LFI;BG;12;MB;158;158-01;;31;3;446 234;446 234
2020;LFI;BG;12;MB;158;158-01;;61;6;40 547 602;40 547 602
2020;LFI;BG;12;MB;158;158-02;;31;3;245 327;245 327
2020;LFI;BG;12;MB;158;158-02;;61;6;50 808 770;50 808 770
2020;LFI;BG;23;TA;159;159-10;;31;3;9 015 405;9 015 405
2020;LFI;BG;23;TA;159;159-10;;64;6;4 861 464;4 861 464
2020;LFI;BG;23;TA;159;159-11;;32;3;195 632 326;195 632 326
2020;LFI;BG;23;TA;159;159-12;;31;3;195 951;174 951
2020;LFI;BG;23;TA;159;159-12;;32;3;87 857 885;87 857 885
2020;LFI;BG;23;TA;159;159-12;;64;6;47 000;68 000
2020;LFI;BG;23;TA;159;159-13;;32;3;189 754 162;189 754 162
2020;LFI;BG;23;TA;159;159-14;;31;3;-442 407;-442 407
2020;LFI;BG;23;TA;159;159-14;;64;6;19 594 587;19 594 587
2020;LFI;BG;9;SB;161;161-11;;21;2;6 326 453;6 326 453
2020;LFI;BG;9;SB;161;161-11;;22;2;5 007 006;5 007 006
2020;LFI;BG;9;SB;161;161-11;;23;2;14 027;14 027
2020;LFI;BG;9;SB;161;161-11;;31;3;13 564 056;13 199 023
2020;LFI;BG;9;SB;161;161-11;;51;5;560 000;1 585 548
2020;LFI;BG;9;SB;161;161-11;;61;6;50 000;50 000
2020;LFI;BG;9;SB;161;161-11;;63;6;500 000;500 000
2020;LFI;BG;9;SB;161;161-11;;64;6;3 190 000;3 190 000
2020;LFI;BG;9;SB;161;161-12;;21;2;99 263 819;99 263 819
2020;LFI;BG;9;SB;161;161-12;;22;2;68 329 110;68 329 110
2020;LFI;BG;9;SB;161;161-12;;23;2;51 811;51 811
2020;LFI;BG;9;SB;161;161-12;;31;3;118 848 998;90 143 173
2020;LFI;BG;9;SB;161;161-12;;51;5;34 488 581;89 188 676
2020;LFI;BG;9;SB;161;161-13;;21;2;1 703 383;1 703 383
2020;LFI;BG;9;SB;161;161-13;;22;2;836 183;836 183
2020;LFI;BG;9;SB;161;161-13;;23;2;11 734;11 734
2020;LFI;BG;9;SB;161;161-13;;31;3;11 251 709;11 251 709
2020;LFI;BG;9;SB;161;161-13;;32;3;3 150 000;3 150 000
2020;LFI;BG;9;SB;161;161-13;;61;6;16 750 000;16 750 000
2020;LFI;BG;9;SB;161;161-13;;63;6;87 316 082;87 316 082
2020;LFI;BG;9;SB;161;161-13;;64;6;4 454 794;4 454 794
2020;LFI;BG;9;SB;161;161-13;;72;7;6 053 520;6 053 520
2020;LFI;BG;9;SB;161;161-14;;21;2;2 758 265;2 758 265
2020;LFI;BG;9;SB;161;161-14;;22;2;1 811 829;1 811 829
2020;LFI;BG;9;SB;161;161-14;;23;2;70 009;70 009
2020;LFI;BG;9;SB;161;161-14;;31;3;4 985 801;4 985 801
2020;LFI;BG;9;SB;161;161-14;;51;5;32 000;32 000
2020;LFI;BG;9;SB;161;161-14;;64;6;18 000;18 000
2020;LFI;BG;12;VA;162;162-02;;31;3;689 585;832 312
2020;LFI;BG;12;VA;162;162-02;;32;3;220 000;220 000
2020;LFI;BG;12;VA;162;162-02;;62;6;845 255;306 884
2020;LFI;BG;12;VA;162;162-02;;64;6;221 532;416 103
2020;LFI;BG;12;VA;162;162-04;;31;3;180 000;180 000
2020;LFI;BG;12;VA;162;162-04;;63;6;15 768 407;16 780 838
2020;LFI;BG;12;VA;162;162-04;;64;6;820 000;820 000
2020;LFI;BG;12;VA;162;162-06;;32;3;0;652 888
2020;LFI;BG;12;VA;162;162-06;;62;6;0;772 800
2020;LFI;BG;12;VA;162;162-06;;63;6;0;20 611
2020;LFI;BG;12;VA;162;162-08;;31;3;3 495 000;3 495 000
2020;LFI;BG;12;VA;162;162-08;;61;6;781 424;778 708
2020;LFI;BG;12;VA;162;162-08;;62;6;12 000;12 000
2020;LFI;BG;12;VA;162;162-08;;64;6;700 000;700 000
2020;LFI;BG;12;VA;162;162-09;;31;3;682 397;590 000
2020;LFI;BG;12;VA;162;162-09;;62;6;1 200 000;1 230 000
2020;LFI;BG;12;VA;162;162-09;;63;6;2 920 564;2 621 668
2020;LFI;BG;12;VA;162;162-10;;31;3;100 000;100 000
2020;LFI;BG;12;VA;162;162-10;;62;6;3 547 333;428 360
2020;LFI;BG;12;VA;162;162-10;;63;6;10 274 895;5 510 174
2020;LFI;BG;12;VA;162;162-10;;64;6;2 865 859;1 388 159
2020;LFI;BG;12;VA;162;162-11;;62;6;59 768;696 665
2020;LFI;BG;6;SF;163;163-01;;31;3;257 804;257 804
2020;LFI;BG;6;SF;163;163-01;;64;6;53 524 013;53 524 013
2020;LFI;BG;6;SF;163;163-02;;31;3;1 803 473;1 803 473
2020;LFI;BG;6;SF;163;163-02;;63;6;944 664;944 664
2020;LFI;BG;6;SF;163;163-02;;64;6;68 547 670;68 547 670
2020;LFI;BG;6;SF;163;163-04;;32;3;505 296 356;505 296 356
2020;LFI;BG;6;SF;163;163-06;;64;6;29 831 484;29 831 484
2020;LFI;BG;12;CA;164;164-21;;21;2;26 558 903;26 558 903
2020;LFI;BG;12;CA;164;164-21;;22;2;13 705 812;13 705 812
2020;LFI;BG;12;CA;164;164-21;;23;2;176 737;176 737
2020;LFI;BG;12;CA;164;164-21;;31;3;739 000;539 000
2020;LFI;BG;12;CA;164;164-22;;21;2;10 886 271;10 886 271
2020;LFI;BG;12;CA;164;164-22;;22;2;5 654 055;5 654 055
2020;LFI;BG;12;CA;164;164-22;;23;2;71 284;71 284
2020;LFI;BG;12;CA;164;164-23;;21;2;41 039 664;41 039 664
2020;LFI;BG;12;CA;164;164-23;;22;2;21 310 154;21 310 154
2020;LFI;BG;12;CA;164;164-23;;23;2;269 135;269 135
2020;LFI;BG;12;CA;164;164-24;;21;2;23 832 965;23 832 965
2020;LFI;BG;12;CA;164;164-24;;22;2;12 378 857;12 378 857
2020;LFI;BG;12;CA;164;164-24;;23;2;155 809;155 809
2020;LFI;BG;12;CA;164;164-25;;21;2;4 911 254;4 911 254
2020;LFI;BG;12;CA;164;164-25;;22;2;2 537 190;2 537 190
2020;LFI;BG;12;CA;164;164-25;;23;2;32 723;32 723
2020;LFI;BG;12;CA;164;164-26;;21;2;3 230 248;3 230 248
2020;LFI;BG;12;CA;164;164-26;;22;2;1 668 009;1 668 009
2020;LFI;BG;12;CA;164;164-26;;23;2;21 488;21 488
2020;LFI;BG;12;CA;164;164-27;;21;2;17 299 516;17 299 516
2020;LFI;BG;12;CA;164;164-27;;22;2;9 670 678;9 670 678
2020;LFI;BG;12;CA;164;164-27;;23;2;110 530;110 530
2020;LFI;BG;12;CA;164;164-27;;31;3;26 143 799;23 222 061
2020;LFI;BG;12;CA;164;164-27;;51;5;1 005 000;677 500
2020;LFI;BG;12;CA;164;164-27;;52;5;935 000;374 000
2020;LFI;BG;12;CA;164;164-27;;64;6;43 500;43 500
2020;LFI;BG;12;CA;165;165-01;;21;2;18 358 867;18 358 867
2020;LFI;BG;12;CA;165;165-01;;22;2;10 453 551;10 453 551
2020;LFI;BG;12;CA;165;165-01;;23;2;144 786;144 786
2020;LFI;BG;12;CA;165;165-02;;21;2;35 166 064;35 166 064
2020;LFI;BG;12;CA;165;165-02;;22;2;20 023 580;20 023 580
2020;LFI;BG;12;CA;165;165-02;;23;2;277 335;277 335
2020;LFI;BG;12;CA;165;165-03;;21;2;105 320 092;105 320 092
2020;LFI;BG;12;CA;165;165-03;;22;2;59 969 329;59 969 329
2020;LFI;BG;12;CA;165;165-03;;23;2;830 601;830 601
2020;LFI;BG;12;CA;165;165-04;;21;2;10 296 273;10 296 273
2020;LFI;BG;12;CA;165;165-04;;22;2;5 862 704;5 862 704
2020;LFI;BG;12;CA;165;165-04;;23;2;81 201;81 201
2020;LFI;BG;12;CA;165;165-05;;21;2;5 264 095;5 264 095
2020;LFI;BG;12;CA;165;165-05;;22;2;2 997 379;2 997 379
2020;LFI;BG;12;CA;165;165-05;;23;2;41 515;41 515
2020;LFI;BG;12;CA;165;165-06;;21;2;26 249 387;26 249 387
2020;LFI;BG;12;CA;165;165-06;;22;2;14 946 417;14 946 417
2020;LFI;BG;12;CA;165;165-06;;23;2;207 014;207 014
2020;LFI;BG;12;CA;165;165-06;;31;3;133 375 470;63 848 973
2020;LFI;BG;12;CA;165;165-06;;51;5;9 000 000;11 760 000
2020;LFI;BG;12;CA;165;165-06;;52;5;3 300 000;2 650 000
2020;LFI;BG;12;CA;165;165-07;;21;2;28 482 522;28 482 522
2020;LFI;BG;12;CA;165;165-07;;22;2;16 217 967;16 217 967
2020;LFI;BG;12;CA;165;165-07;;23;2;224 626;224 626
2020;LFI;BG;10;JA;166;166-01;;21;2;599 628 180;599 628 180
2020;LFI;BG;10;JA;166;166-01;;22;2;371 669 463;371 669 463
2020;LFI;BG;10;JA;166;166-01;;23;2;4 149 888;4 149 888
2020;LFI;BG;10;JA;166;166-01;;31;3;50 870 936;50 870 936
2020;LFI;BG;10;JA;166;166-02;;21;2;476 327 021;476 327 021
2020;LFI;BG;10;JA;166;166-02;;22;2;295 243 308;295 243 308
2020;LFI;BG;10;JA;166;166-02;;23;2;3 296 549;3 296 549
2020;LFI;BG;10;JA;166;166-02;;31;3;439 972 165;439 972 165
2020;LFI;BG;10;JA;166;166-03;;21;2;37 405 032;37 405 032
2020;LFI;BG;10;JA;166;166-03;;22;2;23 184 881;23 184 881
2020;LFI;BG;10;JA;166;166-03;;23;2;258 871;258 871
2020;LFI;BG;10;JA;166;166-05;;21;2;7 993 379;7 993 379
2020;LFI;BG;10;JA;166;166-05;;22;2;4 954 562;4 954 562
2020;LFI;BG;10;JA;166;166-05;;23;2;55 321;55 321
2020;LFI;BG;10;JA;166;166-06;;21;2;261 443 135;261 443 135
2020;LFI;BG;10;JA;166;166-06;;22;2;162 051 140;162 051 140
2020;LFI;BG;10;JA;166;166-06;;23;2;1 809 387;1 809 387
2020;LFI;BG;10;JA;166;166-06;;31;3;367 273 585;367 273 585
2020;LFI;BG;10;JA;166;166-06;;51;5;323 730 000;214 010 000
2020;LFI;BG;10;JA;166;166-06;;64;6;1 720 300;1 720 300
2020;LFI;BG;10;JA;166;166-07;;21;2;70 245 403;70 245 403
2020;LFI;BG;10;JA;166;166-07;;22;2;43 540 434;43 540 434
2020;LFI;BG;10;JA;166;166-07;;23;2;486 152;486 152
2020;LFI;BG;10;JA;166;166-07;;31;3;7 804 442;7 804 442
2020;LFI;BG;10;JA;166;166-07;;32;3;33 198 000;33 198 000
2020;LFI;BG;10;JA;166;166-08;;21;2;13 520 743;13 520 743
2020;LFI;BG;10;JA;166;166-08;;22;2;8 380 606;8 380 606
2020;LFI;BG;10;JA;166;166-08;;23;2;93 572;93 572
2020;LFI;BG;70;MB;167;167-01;;31;3;18 460 670;18 446 092
2020;LFI;BG;70;MB;167;167-02;;31;3;6 430 000;6 430 000
2020;LFI;BG;70;MB;167;167-02;;63;6;900 000;900 000
2020;LFI;BG;70;MB;167;167-02;;64;6;3 620 000;3 620 000
2020;LFI;BG;70;MB;169;;169-01-10;61;6;911 689 714;911 689 714
2020;LFI;BG;70;MB;169;;169-01-11;61;6;660 200 000;660 200 000
2020;LFI;BG;70;MB;169;;169-02-21;31;3;5 300 000;5 300 000
2020;LFI;BG;70;MB;169;;169-02-21;61;6;40 100 000;40 100 000
2020;LFI;BG;70;MB;169;;169-02-22;61;6;1 800 000;1 800 000
2020;LFI;BG;70;MB;169;;169-02-23;61;6;73 822 613;73 822 613
2020;LFI;BG;70;MB;169;;169-03-31;61;6;226 100 000;226 100 000
2020;LFI;BG;70;MB;169;;169-03-32;64;6;310 000;310 000
2020;LFI;BG;70;MB;169;;169-03-34;61;6;26 000 000;26 000 000
2020;LFI;BG;70;MB;169;;169-03-35;32;3;45 532 659;45 532 659
2020;LFI;BG;70;MB;169;;169-03-36;32;3;12 089 143;12 089 143
2020;LFI;BG;70;MB;169;;169-03-36;72;7;0;13 700 000
2020;LFI;BG;70;MB;169;;169-03-37;32;3;1 710 000;1 710 000
2020;LFI;BG;70;MB;169;169-07;;61;6;18 622 944;18 622 944
2020;LFI;BG;38;RA;172;172-01;;31;3;24 932 037;22 937 975
2020;LFI;BG;38;RA;172;172-01;;32;3;99 813 902;99 813 902
2020;LFI;BG;38;RA;172;172-01;;62;6;76 658 693;76 658 693
2020;LFI;BG;38;RA;172;172-01;;63;6;11 360 262;11 360 262
2020;LFI;BG;38;RA;172;172-01;;64;6;15 030 315;12 986 315
2020;LFI;BG;38;RA;172;172-01;;72;7;34 218 916;34 218 916
2020;LFI;BG;38;RA;172;172-02;;32;3;29 643 277;29 643 277
2020;LFI;BG;38;RA;172;172-02;;64;6;736 717 101;708 402 235
2020;LFI;BG;38;RA;172;172-11;;32;3;62 657 661;62 657 661
2020;LFI;BG;38;RA;172;172-12;;32;3;149 019 948;149 019 948
2020;LFI;BG;38;RA;172;172-13;;32;3;233 434 934;233 434 934
2020;LFI;BG;38;RA;172;172-13;;64;6;19 110 000;19 110 000
2020;LFI;BG;38;RA;172;172-14;;32;3;977 509 454;977 509 454
2020;LFI;BG;38;RA;172;172-15;;32;3;1 111 380 282;1 111 380 282
2020;LFI;BG;38;RA;172;172-15;;64;6;103 396 324;105 246 324
2020;LFI;BG;38;RA;172;172-16;;32;3;981 985 219;981 985 219
2020;LFI;BG;38;RA;172;172-16;;64;6;608 907;608 907
2020;LFI;BG;38;RA;172;172-17;;32;3;368 539 059;368 539 059
2020;LFI;BG;38;RA;172;172-17;;64;6;394 443 518;406 067 518
2020;LFI;BG;38;RA;172;172-18;;32;3;1 069 860 966;1 069 860 966
2020;LFI;BG;38;RA;172;172-18;;64;6;54 632 400;54 632 400
2020;LFI;BG;38;RA;172;172-19;;32;3;403 855 031;403 855 031
2020;LFI;BG;38;RA;172;172-19;;64;6;1 190 191;1 190 191
2020;LFI;BG;23;TA;174;174-01;;31;3;1 494 500;1 458 909
2020;LFI;BG;23;TA;174;174-01;;32;3;2 632 000;2 632 000
2020;LFI;BG;23;TA;174;174-01;;63;6;40 000 000;10 000 000
2020;LFI;BG;23;TA;174;174-01;;64;6;394 500;394 500
2020;LFI;BG;23;TA;174;174-02;;61;6;1 271 900 000;1 212 127 043
2020;LFI;BG;23;TA;174;174-03;;61;6;797 000 000;797 000 000
2020;LFI;BG;23;TA;174;174-04;;31;3;14 300;14 300
2020;LFI;BG;23;TA;174;174-04;;32;3;12 630 000;12 630 000
2020;LFI;BG;23;TA;174;174-04;;61;6;299 114 000;299 114 000
2020;LFI;BG;23;TA;174;174-04;;62;6;28 100 000;28 100 000
2020;LFI;BG;23;TA;174;174-05;;31;3;13 305 000;13 305 000
2020;LFI;BG;23;TA;174;174-05;;32;3;1 400 000;1 400 000
2020;LFI;BG;23;TA;174;174-05;;62;6;250 000;250 000
2020;LFI;BG;23;TA;174;174-05;;64;6;18 925 000;18 925 000
2020;LFI;BG;23;TA;174;174-06;;31;3;1 452 124;1 452 124
2020;LFI;BG;2;CB;175;175-01;;31;3;29 017 017;28 968 777
2020;LFI;BG;2;CB;175;175-01;;32;3;70 629 699;70 629 699
2020;LFI;BG;2;CB;175;175-01;;51;5;92 201 074;76 910 426
2020;LFI;BG;2;CB;175;175-01;;63;6;151 736 671;145 596 896
2020;LFI;BG;2;CB;175;175-01;;64;6;24 811 632;24 811 632
2020;LFI;BG;2;CB;175;175-01;;72;7;47 375 395;65 675 395
2020;LFI;BG;2;CB;175;175-02;;31;3;366 172;366 172
2020;LFI;BG;2;CB;175;175-02;;32;3;17 351 603;17 351 603
2020;LFI;BG;2;CB;175;175-02;;64;6;13 823 500;13 823 500
2020;LFI;BG;2;CB;175;175-02;;72;7;685 313;685 313
2020;LFI;BG;2;CB;175;175-03;;31;3;11 874 492;14 774 492
2020;LFI;BG;2;CB;175;175-03;;32;3;284 303 755;284 303 755
2020;LFI;BG;2;CB;175;175-03;;51;5;9 259 249;10 616 785
2020;LFI;BG;2;CB;175;175-03;;63;6;14 160 000;13 160 000
2020;LFI;BG;2;CB;175;175-03;;64;6;12 419 959;12 419 959
2020;LFI;BG;2;CB;175;175-03;;72;7;13 417 486;14 417 486
2020;LFI;BG;2;CB;175;175-04;;31;3;13 241 024;13 241 024
2020;LFI;BG;2;CB;175;175-04;;32;3;170 000;170 000
2020;LFI;BG;2;CB;175;175-04;;51;5;12 833 174;11 743 174
2020;LFI;BG;2;CB;175;175-04;;63;6;1 480 050;1 480 050
2020;LFI;BG;2;CB;175;175-04;;64;6;4 000 000;4 000 000
2020;LFI;BG;2;CB;175;175-08;;32;3;50 000;50 000
2020;LFI;BG;2;CB;175;175-08;;51;5;2 546 448;2 546 448
2020;LFI;BG;2;CB;175;175-08;;63;6;2 177 118;2 177 118
2020;LFI;BG;2;CB;175;175-08;;64;6;1 748 000;1 748 000
2020;LFI;BG;2;CB;175;175-08;;72;7;3 253 745;3 253 745
2020;LFI;BG;2;CB;175;175-09;;31;3;164 223;164 223
2020;LFI;BG;2;CB;175;175-09;;32;3;79 500 000;79 500 000
2020;LFI;BG;2;CB;175;175-09;;63;6;21 720 538;21 720 538
2020;LFI;BG;2;CB;175;175-09;;64;6;33 988 000;33 988 000
2020;LFI;BG;2;CB;175;175-09;;72;7;1 600 000;1 600 000
2020;LFI;BG;9;SB;176;;176-01-01;21;2;39 310 805;39 310 805
2020;LFI;BG;9;SB;176;;176-01-01;22;2;26 427 343;26 427 343
2020;LFI;BG;9;SB;176;;176-01-01;23;2;205 240;205 240
2020;LFI;BG;9;SB;176;;176-01-02;21;2;797 089 269;797 089 269
2020;LFI;BG;9;SB;176;;176-01-02;22;2;535 856 548;535 856 548
2020;LFI;BG;9;SB;176;;176-01-02;23;2;4 161 572;4 161 572
2020;LFI;BG;9;SB;176;;176-02-01;21;2;90 280 866;90 280 866
2020;LFI;BG;9;SB;176;;176-02-01;22;2;60 692 817;60 692 817
2020;LFI;BG;9;SB;176;;176-02-01;23;2;471 353;471 353
2020;LFI;BG;9;SB;176;;176-02-02;21;2;1 830 588 625;1 830 588 625
2020;LFI;BG;9;SB;176;;176-02-02;22;2;1 230 643 719;1 230 643 719
2020;LFI;BG;9;SB;176;;176-02-02;23;2;9 557 431;9 557 431
2020;LFI;BG;9;SB;176;;176-03-01;21;2;12 599 982;12 599 982
2020;LFI;BG;9;SB;176;;176-03-01;22;2;8 470 548;8 470 548
2020;LFI;BG;9;SB;176;;176-03-01;23;2;65 784;65 784
2020;LFI;BG;9;SB;176;;176-03-02;21;2;255 484 740;255 484 740
2020;LFI;BG;9;SB;176;;176-03-02;22;2;171 753 875;171 753 875
2020;LFI;BG;9;SB;176;;176-03-02;23;2;1 333 876;1 333 876
2020;LFI;BG;9;SB;176;;176-04-03;21;2;28 434 209;28 434 209
2020;LFI;BG;9;SB;176;;176-04-03;22;2;19 111 991;19 111 991
2020;LFI;BG;9;SB;176;;176-04-03;23;2;148 386;148 386
2020;LFI;BG;9;SB;176;;176-04-04;21;2;576 548 964;576 548 964
2020;LFI;BG;9;SB;176;;176-04-04;22;2;387 526 108;387 526 108
2020;LFI;BG;9;SB;176;;176-04-04;23;2;3 008 765;3 008 765
2020;LFI;BG;9;SB;176;;176-05-01;21;2;85 589 661;85 589 661
2020;LFI;BG;9;SB;176;;176-05-01;22;2;57 530 735;57 530 735
2020;LFI;BG;9;SB;176;;176-05-01;23;2;446 795;446 795
2020;LFI;BG;9;SB;176;;176-05-02;21;2;1 735 466 954;1 735 466 954
2020;LFI;BG;9;SB;176;;176-05-02;22;2;1 166 527 453;1 166 527 453
2020;LFI;BG;9;SB;176;;176-05-02;23;2;9 059 491;9 059 491
