Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;04;Pilotage territorial des politiques gouvernementales;;;22;2;9;Intérieur;218 793 124;0;218 793 124;0;0;0;0;0;218 793 124;0;218 793 124;218 793 124;0;218 793 124
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;04;Pilotage territorial des politiques gouvernementales;;;23;2;9;Intérieur;3 941 465;0;3 941 465;0;0;0;0;0;3 941 465;0;3 941 465;3 941 465;0;3 941 465
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;21;2;9;Intérieur;246 262 489;0;246 262 489;0;0;0;0;0;246 262 489;0;246 262 489;246 262 489;0;246 262 489
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;22;2;9;Intérieur;160 879 171;0;160 879 171;0;0;0;0;0;160 879 171;0;160 879 171;160 879 171;0;160 879 171
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;23;2;9;Intérieur;3 011 228;0;3 011 228;0;0;0;0;0;3 011 228;0;3 011 228;3 011 228;0;3 011 228
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;31;3;9;Intérieur;0;207 012 232;0;205 372 234;0;-1 533 816;0;-1 542 275;0;205 478 416;205 478 416;0;203 829 959;203 829 959
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;51;5;9;Intérieur;0;23 176 911;0;23 075 202;0;-166 491;0;-168 230;0;23 010 420;23 010 420;0;22 906 972;22 906 972
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;06;Dépenses immobilières de l'administration territoriale;;;31;3;9;Intérieur;0;258 671 845;0;257 321 326;0;-1 227 028;0;-1 216 507;0;257 444 817;257 444 817;0;256 104 819;256 104 819
Administration générale et territoriale de l'État;AB;BG;354;Administration territoriale de l'État;06;Dépenses immobilières de l'administration territoriale;;;51;5;9;Intérieur;0;42 857 111;0;44 520 168;0;-23 072;0;-23 395;0;42 834 039;42 834 039;0;44 496 773;44 496 773
Écologie, développement et mobilité durables;TA;BG;355;Charge de la dette de SNCF Réseau reprise par l'État (crédits évaluatifs);01;Charge de la dette de SNCF Réseau reprise par l'État;;;43;4;7;Économie, finances et relance;0;692 000 000;0;692 000 000;0;0;0;0;0;692 000 000;692 000 000;0;692 000 000;692 000 000
Plan d'urgence face à la crise sanitaire;UE;BG;357;Fonds de solidarité pour les entreprises à la suite de la crise sanitaire;01;Soutenir les entreprises éligibles au fonds de solidarité;;;62;6;7;Économie, finances et relance;0;0;0;0;0;5 600 000 000;0;5 600 000 000;0;5 600 000 000;5 600 000 000;0;5 600 000 000;5 600 000 000
Direction de l'action du Gouvernement;DC;BG;359;Présidence française du Conseil de l'Union européenne en 2022;01;Activités obligatoires et traditionnelles de la Présidence;;;31;3;12;Services du Premier ministre;0;47 398 387;0;18 453 720;0;-237 481;0;-246 742;0;47 160 906;47 160 906;0;18 206 978;18 206 978
Direction de l'action du Gouvernement;DC;BG;359;Présidence française du Conseil de l'Union européenne en 2022;02;Manifestations correspondant à l'initiative propre de la Présidence;;;31;3;12;Services du Premier ministre;0;57 249 903;0;19 323 757;0;-286 830;0;-258 350;0;56 963 073;56 963 073;0;19 065 407;19 065 407
Direction de l'action du Gouvernement;DC;BG;359;Présidence française du Conseil de l'Union européenne en 2022;03;Fonctionnement du SGPFUE et « biens collectifs »;;;31;3;12;Services du Premier ministre;0;21 950 759;0;9 662 017;0;-109 987;0;-129 206;0;21 840 772;21 840 772;0;9 532 811;9 532 811
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;32;3;2;Culture;0;139 760 007;0;139 760 007;0;0;0;0;0;139 760 007;139 760 007;0;139 760 007;139 760 007
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;51;5;2;Culture;0;5 797 169;0;3 181 026;0;0;0;0;0;5 797 169;5 797 169;0;3 181 026;3 181 026
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;61;6;2;Culture;0;29 855 462;0;29 855 462;0;0;0;0;0;29 855 462;29 855 462;0;29 855 462;29 855 462
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;63;6;2;Culture;0;20 800 000;0;19 047 540;0;0;0;0;0;20 800 000;20 800 000;0;19 047 540;19 047 540
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;64;6;2;Culture;0;39 444 474;0;39 444 474;0;0;0;0;0;39 444 474;39 444 474;0;39 444 474;39 444 474
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;72;7;2;Culture;0;9 896 581;0;9 896 581;0;0;0;0;0;9 896 581;9 896 581;0;9 896 581;9 896 581
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;32;3;2;Culture;0;4 000 000;0;4 000 000;0;0;0;0;0;4 000 000;4 000 000;0;4 000 000;4 000 000
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;62;6;2;Culture;0;61 000 000;0;61 000 000;0;0;0;0;0;61 000 000;61 000 000;0;61 000 000;61 000 000
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;63;6;2;Culture;0;47 016 012;0;47 016 012;0;-2 202 847;0;-2 202 847;0;44 813 165;44 813 165;0;44 813 165;44 813 165
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;64;6;2;Culture;0;110 367 341;0;110 540 640;0;0;0;0;0;110 367 341;110 367 341;0;110 540 640;110 540 640
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;03;Langue française et langues de France;;;64;6;2;Culture;0;3 224 338;0;3 224 338;0;0;0;0;0;3 224 338;3 224 338;0;3 224 338;3 224 338
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;31;3;2;Culture;0;3 798 602;0;3 104 104;0;0;0;0;0;3 798 602;3 798 602;0;3 104 104;3 104 104
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;32;3;2;Culture;0;102 436 351;0;102 436 351;0;0;0;0;0;102 436 351;102 436 351;0;102 436 351;102 436 351
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;51;5;2;Culture;0;503 125;0;503 125;0;0;0;0;0;503 125;503 125;0;503 125;503 125
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;64;6;2;Culture;0;4 692 058;0;4 692 058;0;0;0;0;0;4 692 058;4 692 058;0;4 692 058;4 692 058
Culture;CB;BG;361;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;72;7;2;Culture;0;1 148 190;0;1 148 190;0;0;0;0;0;1 148 190;1 148 190;0;1 148 190;1 148 190
Plan de relance;PR;BG;362;Écologie;01;Rénovation énergétique;;;31;3;7;Économie, finances et relance;0;10 000 000;0;5 000 000;0;0;0;0;0;10 000 000;10 000 000;0;5 000 000;5 000 000
Plan de relance;PR;BG;362;Écologie;01;Rénovation énergétique;;;51;5;7;Économie, finances et relance;0;3 700 000 000;0;1 633 000 000;0;0;0;0;0;3 700 000 000;3 700 000 000;0;1 633 000 000;1 633 000 000
Plan de relance;PR;BG;362;Écologie;01;Rénovation énergétique;;;61;6;7;Économie, finances et relance;0;1 990 000 000;0;910 000 000;0;0;0;0;0;1 990 000 000;1 990 000 000;0;910 000 000;910 000 000
Plan de relance;PR;BG;362;Écologie;01;Rénovation énergétique;;;62;6;7;Économie, finances et relance;0;595 000 000;0;277 300 000;0;0;0;0;0;595 000 000;595 000 000;0;277 300 000;277 300 000
Plan de relance;PR;BG;362;Écologie;02;Biodiversité, lutte contre l'artificialisation;;;32;3;7;Économie, finances et relance;0;1 000 000;0;500 000;0;0;0;0;0;1 000 000;1 000 000;0;500 000;500 000
Plan de relance;PR;BG;362;Écologie;02;Biodiversité, lutte contre l'artificialisation;;;51;5;7;Économie, finances et relance;0;65 000 000;0;20 000 000;0;-30 000 000;0;-10 000 000;0;35 000 000;35 000 000;0;10 000 000;10 000 000
Plan de relance;PR;BG;362;Écologie;02;Biodiversité, lutte contre l'artificialisation;;;63;6;7;Économie, finances et relance;0;1 184 000 000;0;406 000 000;0;0;0;0;0;1 184 000 000;1 184 000 000;0;406 000 000;406 000 000
Plan de relance;PR;BG;362;Écologie;03;Décarbonation de l'industrie;;;63;6;7;Économie, finances et relance;0;1 000 000 000;0;281 000 000;0;0;0;0;0;1 000 000 000;1 000 000 000;0;281 000 000;281 000 000
Plan de relance;PR;BG;362;Écologie;04;Économie circulaire et circuits courts;;;62;6;7;Économie, finances et relance;0;500 000 000;0;84 000 000;0;0;0;0;0;500 000 000;500 000 000;0;84 000 000;84 000 000
Plan de relance;PR;BG;362;Écologie;05;Transition agricole;;;31;3;7;Économie, finances et relance;0;10 000 000;0;5 000 000;0;0;0;0;0;10 000 000;10 000 000;0;5 000 000;5 000 000
Plan de relance;PR;BG;362;Écologie;05;Transition agricole;;;62;6;7;Économie, finances et relance;0;924 000 000;0;305 000 000;0;0;0;0;0;924 000 000;924 000 000;0;305 000 000;305 000 000
Plan de relance;PR;BG;362;Écologie;05;Transition agricole;;;63;6;7;Économie, finances et relance;0;190 000 000;0;80 000 000;0;0;0;0;0;190 000 000;190 000 000;0;80 000 000;80 000 000
Plan de relance;PR;BG;362;Écologie;06;Mer;;;31;3;7;Économie, finances et relance;0;5 000 000;0;830 000;0;0;0;0;0;5 000 000;5 000 000;0;830 000;830 000
Plan de relance;PR;BG;362;Écologie;06;Mer;;;51;5;7;Économie, finances et relance;0;25 000 000;0;3 000 000;0;0;0;0;0;25 000 000;25 000 000;0;3 000 000;3 000 000
Plan de relance;PR;BG;362;Écologie;06;Mer;;;62;6;7;Économie, finances et relance;0;45 000 000;0;7 530 000;0;0;0;0;0;45 000 000;45 000 000;0;7 530 000;7 530 000
Plan de relance;PR;BG;362;Écologie;06;Mer;;;63;6;7;Économie, finances et relance;0;175 000 000;0;33 400 000;0;0;0;0;0;175 000 000;175 000 000;0;33 400 000;33 400 000
Plan de relance;PR;BG;362;Écologie;07;Infrastructures et mobilité vertes;;;51;5;7;Économie, finances et relance;0;205 000 000;0;81 715 000;0;0;0;0;0;205 000 000;205 000 000;0;81 715 000;81 715 000
Plan de relance;PR;BG;362;Écologie;07;Infrastructures et mobilité vertes;;;61;6;7;Économie, finances et relance;0;1 057 000 000;0;632 000 000;0;0;0;0;0;1 057 000 000;1 057 000 000;0;632 000 000;632 000 000
Plan de relance;PR;BG;362;Écologie;07;Infrastructures et mobilité vertes;;;62;6;7;Économie, finances et relance;0;750 000 000;0;208 000 000;0;0;0;0;0;750 000 000;750 000 000;0;208 000 000;208 000 000
Plan de relance;PR;BG;362;Écologie;07;Infrastructures et mobilité vertes;;;63;6;7;Économie, finances et relance;0;1 595 000 000;0;378 200 000;0;0;0;0;0;1 595 000 000;1 595 000 000;0;378 200 000;378 200 000
Plan de relance;PR;BG;362;Écologie;08;Énergies et technologies vertes;;;62;6;7;Économie, finances et relance;0;3 732 000 000;0;910 700 000;0;-12 000 000;0;-12 000 000;0;3 720 000 000;3 720 000 000;0;898 700 000;898 700 000
Plan de relance;PR;BG;362;Écologie;09;Dotation régionale d'investissement;;;63;6;7;Économie, finances et relance;0;600 000 000;0;323 800 000;0;0;0;0;0;600 000 000;600 000 000;0;323 800 000;323 800 000
Plan de relance;PR;BG;363;Compétitivité;01;Financement des entreprises;;;31;3;7;Économie, finances et relance;0;290 000 000;0;280 000 000;0;0;0;0;0;290 000 000;290 000 000;0;280 000 000;280 000 000
Plan de relance;PR;BG;363;Compétitivité;01;Financement des entreprises;;;62;6;7;Économie, finances et relance;0;614 000 000;0;477 000 000;0;0;0;0;0;614 000 000;614 000 000;0;477 000 000;477 000 000
Plan de relance;PR;BG;363;Compétitivité;02;Souveraineté technologique et résilience;;;32;3;7;Économie, finances et relance;0;360 200 000;0;188 200 000;0;0;0;0;0;360 200 000;360 200 000;0;188 200 000;188 200 000
Plan de relance;PR;BG;363;Compétitivité;02;Souveraineté technologique et résilience;;;62;6;7;Économie, finances et relance;0;1 117 000 000;0;645 000 000;0;-70 000 000;0;-70 000 000;0;1 047 000 000;1 047 000 000;0;575 000 000;575 000 000
Plan de relance;PR;BG;363;Compétitivité;02;Souveraineté technologique et résilience;;;72;7;7;Économie, finances et relance;0;89 800 000;0;89 800 000;0;0;0;0;0;89 800 000;89 800 000;0;89 800 000;89 800 000
Plan de relance;PR;BG;363;Compétitivité;03;Plan de soutien à l'export;;;31;3;7;Économie, finances et relance;0;5 000 000;0;2 500 000;0;0;0;0;0;5 000 000;5 000 000;0;2 500 000;2 500 000
Plan de relance;PR;BG;363;Compétitivité;03;Plan de soutien à l'export;;;62;6;7;Économie, finances et relance;0;30 000 000;0;2 500 000;0;0;0;0;0;30 000 000;30 000 000;0;2 500 000;2 500 000
Plan de relance;PR;BG;363;Compétitivité;03;Plan de soutien à l'export;;;64;6;7;Économie, finances et relance;0;68 900 000;0;64 600 000;0;0;0;0;0;68 900 000;68 900 000;0;64 600 000;64 600 000
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;31;3;7;Économie, finances et relance;0;816 607 776;0;431 857 680;0;0;0;0;0;816 607 776;816 607 776;0;431 857 680;431 857 680
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;32;3;7;Économie, finances et relance;0;89 000 000;0;85 000 000;0;0;0;0;0;89 000 000;89 000 000;0;85 000 000;85 000 000
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;51;5;7;Économie, finances et relance;0;417 922 184;0;292 672 184;0;0;0;0;0;417 922 184;417 922 184;0;292 672 184;292 672 184
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;52;5;7;Économie, finances et relance;0;65 069 531;0;68 347 887;0;0;0;0;0;65 069 531;65 069 531;0;68 347 887;68 347 887
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;63;6;7;Économie, finances et relance;0;111 000 000;0;48 000 000;0;0;0;0;0;111 000 000;111 000 000;0;48 000 000;48 000 000
Plan de relance;PR;BG;363;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;64;6;7;Économie, finances et relance;0;329 100 000;0;184 000 000;0;-16 000 000;0;-16 000 000;0;313 100 000;313 100 000;0;168 000 000;168 000 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;32;3;7;Économie, finances et relance;0;611 300 000;0;491 600 000;0;0;0;0;0;611 300 000;611 300 000;0;491 600 000;491 600 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;51;5;7;Économie, finances et relance;0;150 000 000;0;80 000 000;0;0;0;0;0;150 000 000;150 000 000;0;80 000 000;80 000 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;61;6;7;Économie, finances et relance;0;43 000 000;0;33 000 000;0;0;0;0;0;43 000 000;43 000 000;0;33 000 000;33 000 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;62;6;7;Économie, finances et relance;0;384 000 000;0;298 500 000;0;0;0;0;0;384 000 000;384 000 000;0;298 500 000;298 500 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;63;6;7;Économie, finances et relance;0;120 000 000;0;50 000 000;0;0;0;0;0;120 000 000;120 000 000;0;50 000 000;50 000 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;64;6;7;Économie, finances et relance;0;33 000 000;0;21 500 000;0;0;0;0;0;33 000 000;33 000 000;0;21 500 000;21 500 000
Plan de relance;PR;BG;363;Compétitivité;05;Culture;;;72;7;7;Économie, finances et relance;0;258 700 000;0;120 000 000;0;0;0;0;0;258 700 000;258 700 000;0;120 000 000;120 000 000
Plan de relance;PR;BG;363;Compétitivité;06;Commandes militaires;;;51;5;7;Économie, finances et relance;0;0;0;41 600 000;0;0;0;0;0;0;0;0;41 600 000;41 600 000
Plan de relance;PR;BG;364;Cohésion;01;Sauvegarde de l'emploi;;;62;6;7;Économie, finances et relance;0;4 400 000 000;0;4 400 000 000;0;0;0;0;0;4 400 000 000;4 400 000 000;0;4 400 000 000;4 400 000 000
Plan de relance;PR;BG;364;Cohésion;01;Sauvegarde de l'emploi;;;64;6;7;Économie, finances et relance;0;588 000 000;0;588 000 000;0;0;0;0;0;588 000 000;588 000 000;0;588 000 000;588 000 000
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;21;2;7;Économie, finances et relance;37 225 155;0;37 225 155;0;0;0;0;0;37 225 155;0;37 225 155;37 225 155;0;37 225 155
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;22;2;7;Économie, finances et relance;5 809 706;0;5 809 706;0;0;0;0;0;5 809 706;0;5 809 706;5 809 706;0;5 809 706
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;32;3;7;Économie, finances et relance;0;866 000 000;0;524 000 000;0;0;0;0;0;866 000 000;866 000 000;0;524 000 000;524 000 000
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;51;5;7;Économie, finances et relance;0;50 000 000;0;20 000 000;0;0;0;0;0;50 000 000;50 000 000;0;20 000 000;20 000 000
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;61;6;7;Économie, finances et relance;0;233 000 000;0;117 000 000;0;0;0;0;0;233 000 000;233 000 000;0;117 000 000;117 000 000
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;62;6;7;Économie, finances et relance;0;466 265 328;0;2 535 058 008;0;0;0;0;0;466 265 328;466 265 328;0;2 535 058 008;2 535 058 008
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;63;6;7;Économie, finances et relance;0;935 000 000;0;335 000 000;0;0;0;0;0;935 000 000;935 000 000;0;335 000 000;335 000 000
Plan de relance;PR;BG;364;Cohésion;02;Jeunes;;;64;6;7;Économie, finances et relance;0;872 440 569;0;605 278 360;0;0;0;0;0;872 440 569;872 440 569;0;605 278 360;605 278 360
Plan de relance;PR;BG;364;Cohésion;03;Handicap;;;62;6;7;Économie, finances et relance;0;85 000 000;0;78 427 310;0;0;0;0;0;85 000 000;85 000 000;0;78 427 310;78 427 310
Plan de relance;PR;BG;364;Cohésion;03;Handicap;;;64;6;7;Économie, finances et relance;0;15 000 000;0;15 000 000;0;0;0;0;0;15 000 000;15 000 000;0;15 000 000;15 000 000
Plan de relance;PR;BG;364;Cohésion;04;Formation professionnelle;;;32;3;7;Économie, finances et relance;0;250 000 000;0;250 000 000;0;0;0;0;0;250 000 000;250 000 000;0;250 000 000;250 000 000
Plan de relance;PR;BG;364;Cohésion;04;Formation professionnelle;;;63;6;7;Économie, finances et relance;0;106 000 000;0;106 000 000;0;0;0;0;0;106 000 000;106 000 000;0;106 000 000;106 000 000
Plan de relance;PR;BG;364;Cohésion;04;Formation professionnelle;;;64;6;7;Économie, finances et relance;0;1 120 000 000;0;958 000 000;0;0;0;0;0;1 120 000 000;1 120 000 000;0;958 000 000;958 000 000
Plan de relance;PR;BG;364;Cohésion;05;Recherche;;;64;6;7;Économie, finances et relance;0;428 000 000;0;286 000 000;0;0;0;0;0;428 000 000;428 000 000;0;286 000 000;286 000 000
Plan de relance;PR;BG;364;Cohésion;06;Coopération sanitaire;;;64;6;7;Économie, finances et relance;0;50 000 000;0;50 000 000;0;0;0;0;0;50 000 000;50 000 000;0;50 000 000;50 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;32;3;7;Économie, finances et relance;0;20 000 000;0;5 000 000;0;0;0;0;0;20 000 000;20 000 000;0;5 000 000;5 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;62;6;7;Économie, finances et relance;0;150 000 000;0;105 000 000;0;-44 000 000;0;-44 000 000;0;106 000 000;106 000 000;0;61 000 000;61 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;63;6;7;Économie, finances et relance;0;1 110 000 000;0;293 000 000;0;0;0;0;0;1 110 000 000;1 110 000 000;0;293 000 000;293 000 000
Plan de relance;PR;BG;364;Cohésion;07;Cohésion territoriale;;;64;6;7;Économie, finances et relance;0;10 000 000;0;10 000 000;0;0;0;0;0;10 000 000;10 000 000;0;10 000 000;10 000 000
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;31;3;7;Économie, finances et relance;0;500 000;0;0;0;0;0;0;0;500 000;500 000;0;0;0
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;63;6;7;Économie, finances et relance;0;100 000 000;0;37 000 000;0;0;0;0;0;100 000 000;100 000 000;0;37 000 000;37 000 000
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;64;6;7;Économie, finances et relance;0;49 500 000;0;24 750 000;0;0;0;0;0;49 500 000;49 500 000;0;24 750 000;24 750 000
Plan de relance;PR;BG;364;Cohésion;08;Soutien aux personnes précaires;;;72;7;7;Économie, finances et relance;0;49 500 000;0;24 750 000;0;0;0;0;0;49 500 000;49 500 000;0;24 750 000;24 750 000
Aide publique au développement;AD;BG;365;Renforcement des fonds propres de l'Agence française de développement;01;Renforcement des fonds propres de l'Agence française de développement;;;71;7;7;Économie, finances et relance;0;953 000 000;0;953 000 000;0;500 000 000;0;500 000 000;0;1 453 000 000;1 453 000 000;0;1 453 000 000;1 453 000 000
Plan d'urgence face à la crise sanitaire;UE;BG;366;Matériels sanitaires pour faire face à la crise de la covid-19;01;Masques;;;31;3;7;Économie, finances et relance;0;0;0;0;0;400 000 000;0;400 000 000;0;400 000 000;400 000 000;0;400 000 000;400 000 000
Plan d'urgence face à la crise sanitaire;UE;BG;366;Matériels sanitaires pour faire face à la crise de la covid-19;02;Autres matériels;;;31;3;7;Économie, finances et relance;0;0;0;0;0;30 000 000;0;30 000 000;0;30 000 000;30 000 000;0;30 000 000;30 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;01;Nouveaux cursus à l'université;;;64;6;12;Services du Premier ministre;0;0;0;25 000 000;0;0;0;0;0;0;0;0;25 000 000;25 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;02;Programmes prioritaires de recherche;;;64;6;12;Services du Premier ministre;0;0;0;45 000 000;0;0;0;0;0;0;0;0;45 000 000;45 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;03;Équipements structurants de recherche;;;64;6;12;Services du Premier ministre;0;0;0;120 000 000;0;0;0;0;0;0;0;0;120 000 000;120 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;04;Soutien des grandes universités de recherche;;;64;6;12;Services du Premier ministre;0;0;0;70 000 000;0;0;0;0;0;0;0;0;70 000 000;70 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;05;Constitution d'écoles universitaires de recherche;;;64;6;12;Services du Premier ministre;0;0;0;30 000 000;0;0;0;0;0;0;0;0;30 000 000;30 000 000
Investissements d'avenir;AV;BG;421;Soutien des progrès de l'enseignement et de la recherche;07;Territoires d'innovation pédagogique;;;64;6;12;Services du Premier ministre;0;0;0;90 000 000;0;0;0;0;0;0;0;0;90 000 000;90 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;01;Intégration des SATT, incubateurs et accélérateurs;;;31;3;12;Services du Premier ministre;0;0;0;20 000 000;0;0;0;0;0;0;0;0;20 000 000;20 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;31;3;12;Services du Premier ministre;0;0;0;150 000 000;0;0;0;0;0;0;0;0;150 000 000;150 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;62;6;12;Services du Premier ministre;0;0;0;54 000 000;0;0;0;0;0;0;0;0;54 000 000;54 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;64;6;12;Services du Premier ministre;0;0;0;35 000 000;0;0;0;0;0;0;0;0;35 000 000;35 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;71;7;12;Services du Premier ministre;0;0;0;56 000 000;0;0;0;0;0;0;0;0;56 000 000;56 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;04;Nouveaux écosystèmes d'innovation;;;64;6;12;Services du Premier ministre;0;0;0;45 000 000;0;0;0;0;0;0;0;0;45 000 000;45 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;62;6;12;Services du Premier ministre;0;0;0;172 000 000;0;0;0;0;0;0;0;0;172 000 000;172 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;64;6;12;Services du Premier ministre;0;0;0;110 000 000;0;0;0;0;0;0;0;0;110 000 000;110 000 000
Investissements d'avenir;AV;BG;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;71;7;12;Services du Premier ministre;0;0;0;18 000 000;0;0;0;0;0;0;0;0;18 000 000;18 000 000
Investissements d'avenir;AV;BG;423;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;62;6;12;Services du Premier ministre;0;0;0;72 000 000;0;0;0;0;0;0;0;0;72 000 000;72 000 000
Investissements d'avenir;AV;BG;423;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;71;7;12;Services du Premier ministre;0;0;0;72 000 000;0;0;0;0;0;0;0;0;72 000 000;72 000 000
Investissements d'avenir;AV;BG;423;Accélération de la modernisation des entreprises;02;Accompagnement et transformation des filières;;;31;3;12;Services du Premier ministre;0;0;0;130 000 000;0;0;0;0;0;0;0;0;130 000 000;130 000 000
Investissements d'avenir;AV;BG;423;Accélération de la modernisation des entreprises;02;Accompagnement et transformation des filières;;;62;6;12;Services du Premier ministre;0;0;0;283 800 000;0;0;0;0;0;0;0;0;283 800 000;283 800 000
