Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;31;3;10;Justice;0;45 000;0;45 000;0;0;0;0;0;45 000;45 000;0;45 000;45 000
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;61;6;10;Justice;0;533 092 043;0;533 092 043;0;0;0;0;0;533 092 043;533 092 043;0;533 092 043;533 092 043
Justice;JA;BG;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;64;6;10;Justice;0;865 000;0;865 000;0;0;0;0;0;865 000;865 000;0;865 000;865 000
Justice;JA;BG;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;31;3;10;Justice;0;71 903;0;71 903;0;0;0;0;0;71 903;71 903;0;71 903;71 903
Justice;JA;BG;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;64;6;10;Justice;0;9 390 480;0;9 390 480;0;0;0;0;0;9 390 480;9 390 480;0;9 390 480;9 390 480
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;31;3;10;Justice;0;2 965 500;0;2 965 500;0;0;0;0;0;2 965 500;2 965 500;0;2 965 500;2 965 500
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;63;6;10;Justice;0;45 000;0;45 000;0;0;0;0;0;45 000;45 000;0;45 000;45 000
Justice;JA;BG;101;Accès au droit et à la justice;03;Aide aux victimes;;;64;6;10;Justice;0;29 039 500;0;29 039 500;0;0;0;0;0;29 039 500;29 039 500;0;29 039 500;29 039 500
Justice;JA;BG;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;63;6;10;Justice;0;12 500;0;12 500;0;0;0;0;0;12 500;12 500;0;12 500;12 500
Justice;JA;BG;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;64;6;10;Justice;0;9 647 551;0;9 647 551;0;0;0;0;0;9 647 551;9 647 551;0;9 647 551;9 647 551
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;01;Indemnisation des demandeurs d'emploi;61;6;36;Travail, emploi et insertion;0;2 337 019 078;0;2 337 019 078;0;-29 934 392;0;-29 934 392;0;2 307 084 686;2 307 084 686;0;2 307 084 686;2 307 084 686
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;02;Coordination du service public de l'emploi;32;3;36;Travail, emploi et insertion;0;1 149 874 718;0;1 149 874 718;0;0;0;0;0;1 149 874 718;1 149 874 718;0;1 149 874 718;1 149 874 718
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;01;Amélioration de l'efficacité du service public de l'emploi;02;Coordination du service public de l'emploi;64;6;36;Travail, emploi et insertion;0;0;0;0;0;5 000 000;0;5 000 000;0;5 000 000;5 000 000;0;5 000 000;5 000 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;32;3;36;Travail, emploi et insertion;0;54 900 000;0;54 900 000;0;0;0;0;0;54 900 000;54 900 000;0;54 900 000;54 900 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;62;6;36;Travail, emploi et insertion;0;45 813;0;2 577 575;0;0;0;0;0;45 813;45 813;0;2 577 575;2 577 575
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;63;6;36;Travail, emploi et insertion;0;136 910 006;0;117 612 831;0;0;0;0;0;136 910 006;136 910 006;0;117 612 831;117 612 831
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;64;6;36;Travail, emploi et insertion;0;293 678 505;0;252 475 557;0;0;0;0;0;293 678 505;293 678 505;0;252 475 557;252 475 557
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;72;7;36;Travail, emploi et insertion;0;3 152 928;0;3 152 928;0;0;0;0;0;3 152 928;3 152 928;0;3 152 928;3 152 928
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;32;3;36;Travail, emploi et insertion;0;61 840 923;0;61 840 923;0;0;0;0;0;61 840 923;61 840 923;0;61 840 923;61 840 923
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;61;6;36;Travail, emploi et insertion;0;0;0;0;0;123 000 000;0;123 000 000;0;123 000 000;123 000 000;0;123 000 000;123 000 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;62;6;36;Travail, emploi et insertion;0;486 444 519;0;486 444 519;0;-2 000 000;0;-2 000 000;0;484 444 519;484 444 519;0;484 444 519;484 444 519
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;64;6;36;Travail, emploi et insertion;0;1 381 586 010;0;1 381 586 010;0;6 000 000;0;6 000 000;0;1 387 586 010;1 387 586 010;0;1 387 586 010;1 387 586 010
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;03;Plan d'investissement des compétences;;;61;6;36;Travail, emploi et insertion;0;503 400 000;0;503 400 000;0;39 000 000;0;39 000 000;0;542 400 000;542 400 000;0;542 400 000;542 400 000
Travail et emploi;TB;BG;102;Accès et retour à l'emploi;03;Plan d'investissement des compétences;;;64;6;36;Travail, emploi et insertion;0;229 347 500;0;202 915 861;0;40 000 000;0;40 000 000;0;269 347 500;269 347 500;0;242 915 861;242 915 861
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de l'emploi en TPE-PME;62;6;36;Travail, emploi et insertion;0;351 601 355;0;148 693 163;0;0;0;0;0;351 601 355;351 601 355;0;148 693 163;148 693 163
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de l'emploi en TPE-PME;64;6;36;Travail, emploi et insertion;0;14 000 000;0;14 000 000;0;0;0;0;0;14 000 000;14 000 000;0;14 000 000;14 000 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;61;6;36;Travail, emploi et insertion;0;3 350 000;0;3 350 000;0;0;0;0;0;3 350 000;3 350 000;0;3 350 000;3 350 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;62;6;36;Travail, emploi et insertion;0;20 521 519;0;20 521 519;0;0;0;0;0;20 521 519;20 521 519;0;20 521 519;20 521 519
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;03;Reconnaissance des compétences acquises par les personnes;64;6;36;Travail, emploi et insertion;0;960 000;0;960 000;0;0;0;0;0;960 000;960 000;0;960 000;960 000
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;32;3;36;Travail, emploi et insertion;0;113 898 468;0;113 898 468;0;0;0;0;0;113 898 468;113 898 468;0;113 898 468;113 898 468
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;61;6;36;Travail, emploi et insertion;0;2 323 724;0;2 323 724;0;0;0;0;0;2 323 724;2 323 724;0;2 323 724;2 323 724
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;62;6;36;Travail, emploi et insertion;0;1 603 727 300;0;1 404 070 722;0;0;0;0;0;1 603 727 300;1 603 727 300;0;1 404 070 722;1 404 070 722
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;64;6;36;Travail, emploi et insertion;0;23 514 275;0;23 514 275;0;2 000 000;0;2 000 000;0;25 514 275;25 514 275;0;25 514 275;25 514 275
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;61;6;36;Travail, emploi et insertion;0;2 488 477 467;0;2 488 477 467;0;0;0;0;0;2 488 477 467;2 488 477 467;0;2 488 477 467;2 488 477 467
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;62;6;36;Travail, emploi et insertion;0;730 233 606;0;730 233 606;0;0;0;0;0;730 233 606;730 233 606;0;730 233 606;730 233 606
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;02;Promotion de l'activité;62;6;36;Travail, emploi et insertion;0;443 879 156;0;442 359 622;0;-21 408 392;0;-21 408 392;0;422 470 764;422 470 764;0;420 951 230;420 951 230
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;02;Promotion de l'activité;64;6;36;Travail, emploi et insertion;0;11 201 415;0;11 201 416;0;0;0;0;0;11 201 415;11 201 415;0;11 201 416;11 201 416
Travail et emploi;TB;BG;103;Accompagnement des mutations économiques et développement de l'emploi;04;Plan d'investissement des compétences;;;63;6;36;Travail, emploi et insertion;0;911 167 863;0;706 124 092;0;0;0;0;0;911 167 863;911 167 863;0;706 124 092;706 124 092
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;32;3;9;Intérieur;0;240 439 568;0;240 439 568;0;-2 367 838;0;-2 367 838;0;238 071 730;238 071 730;0;238 071 730;238 071 730
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;61;6;9;Intérieur;0;11 000 000;0;11 000 000;0;0;0;0;0;11 000 000;11 000 000;0;11 000 000;11 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Actions d'intégration des primo-arrivants;;;31;3;9;Intérieur;0;3 000 000;0;3 000 000;0;0;0;0;0;3 000 000;3 000 000;0;3 000 000;3 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Actions d'intégration des primo-arrivants;;;62;6;9;Intérieur;0;1 200 000;0;1 200 000;0;0;0;0;0;1 200 000;1 200 000;0;1 200 000;1 200 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Actions d'intégration des primo-arrivants;;;63;6;9;Intérieur;0;6 000 000;0;6 000 000;0;0;0;0;0;6 000 000;6 000 000;0;6 000 000;6 000 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;12;Actions d'intégration des primo-arrivants;;;64;6;9;Intérieur;0;47 803 001;0;47 803 001;0;0;0;0;0;47 803 001;47 803 001;0;47 803 001;47 803 001
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;;;31;3;9;Intérieur;0;992 022;0;1 053 353;0;0;0;0;0;992 022;992 022;0;1 053 353;1 053 353
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;61;6;9;Intérieur;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;64;6;9;Intérieur;0;114 594 825;0;114 594 825;0;0;0;0;0;114 594 825;114 594 825;0;114 594 825;114 594 825
Immigration, asile et intégration;IA;BG;104;Intégration et accès à la nationalité française;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;;;64;6;9;Intérieur;0;8 138 000;0;8 138 000;0;0;0;0;0;8 138 000;8 138 000;0;8 138 000;8 138 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;21;2;1;Europe et affaires étrangères;44 459 630;0;44 459 630;0;0;0;0;0;44 459 630;0;44 459 630;44 459 630;0;44 459 630
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;22;2;1;Europe et affaires étrangères;21 594 462;0;21 594 462;0;0;0;0;0;21 594 462;0;21 594 462;21 594 462;0;21 594 462
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;23;2;1;Europe et affaires étrangères;873 156;0;873 156;0;0;0;0;0;873 156;0;873 156;873 156;0;873 156
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;31;3;1;Europe et affaires étrangères;0;22 574 846;0;22 574 846;0;0;0;0;0;22 574 846;22 574 846;0;22 574 846;22 574 846
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;61;6;1;Europe et affaires étrangères;0;3 713 750;0;3 713 750;0;0;0;0;0;3 713 750;3 713 750;0;3 713 750;3 713 750
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;21;2;1;Europe et affaires étrangères;8 423 401;0;8 423 401;0;0;0;0;0;8 423 401;0;8 423 401;8 423 401;0;8 423 401
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;22;2;1;Europe et affaires étrangères;2 806 205;0;2 806 205;0;0;0;0;0;2 806 205;0;2 806 205;2 806 205;0;2 806 205
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;23;2;1;Europe et affaires étrangères;76 544;0;76 544;0;0;0;0;0;76 544;0;76 544;76 544;0;76 544
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;31;3;1;Europe et affaires étrangères;0;15 000;0;15 000;0;0;0;0;0;15 000;15 000;0;15 000;15 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;02;Action européenne;;;61;6;1;Europe et affaires étrangères;0;45 641 925;0;45 641 925;0;0;0;0;0;45 641 925;45 641 925;0;45 641 925;45 641 925
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;04;Contributions internationales;;;61;6;1;Europe et affaires étrangères;0;670 911 393;0;672 911 393;0;-4 685 858;0;-4 685 858;0;666 225 535;666 225 535;0;668 225 535;668 225 535
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;21;2;1;Europe et affaires étrangères;47 936 633;0;47 936 633;0;0;0;0;0;47 936 633;0;47 936 633;47 936 633;0;47 936 633
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;22;2;1;Europe et affaires étrangères;19 210 168;0;19 210 168;0;0;0;0;0;19 210 168;0;19 210 168;19 210 168;0;19 210 168
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;23;2;1;Europe et affaires étrangères;92 869;0;92 869;0;0;0;0;0;92 869;0;92 869;92 869;0;92 869
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;31;3;1;Europe et affaires étrangères;0;3 951 832;0;3 951 832;0;0;0;0;0;3 951 832;3 951 832;0;3 951 832;3 951 832
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;61;6;1;Europe et affaires étrangères;0;34 175 813;0;34 175 813;0;-30 000;0;-30 000;0;34 145 813;34 145 813;0;34 145 813;34 145 813
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;21;2;1;Europe et affaires étrangères;83 483 744;0;83 483 744;0;0;0;0;0;83 483 744;0;83 483 744;83 483 744;0;83 483 744
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;22;2;1;Europe et affaires étrangères;40 588 264;0;40 588 264;0;0;0;0;0;40 588 264;0;40 588 264;40 588 264;0;40 588 264
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;23;2;1;Europe et affaires étrangères;1 550 356;0;1 550 356;0;0;0;0;0;1 550 356;0;1 550 356;1 550 356;0;1 550 356
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;31;3;1;Europe et affaires étrangères;0;105 991 693;0;104 612 057;0;0;0;0;0;105 991 693;105 991 693;0;104 612 057;104 612 057
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;51;5;1;Europe et affaires étrangères;0;13 500 000;0;13 500 000;0;0;0;0;0;13 500 000;13 500 000;0;13 500 000;13 500 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;06;Soutien;;;52;5;1;Europe et affaires étrangères;0;970 000;0;970 000;0;0;0;0;0;970 000;970 000;0;970 000;970 000
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;21;2;1;Europe et affaires étrangères;344 188 458;0;344 188 458;0;0;0;0;0;344 188 458;0;344 188 458;344 188 458;0;344 188 458
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;22;2;1;Europe et affaires étrangères;70 475 351;0;70 475 351;0;0;0;0;0;70 475 351;0;70 475 351;70 475 351;0;70 475 351
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;23;2;1;Europe et affaires étrangères;1 411 806;0;1 411 806;0;0;0;0;0;1 411 806;0;1 411 806;1 411 806;0;1 411 806
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;31;3;1;Europe et affaires étrangères;0;188 272 800;0;189 167 168;0;-36 650;0;-36 650;0;188 236 150;188 236 150;0;189 130 518;189 130 518
Action extérieure de l'État;AA;BG;105;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;51;5;1;Europe et affaires étrangères;0;65 391 486;0;65 391 486;0;0;0;0;0;65 391 486;65 391 486;0;65 391 486;65 391 486
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;21;2;10;Justice;1 124 589 646;0;1 124 589 646;0;0;0;0;0;1 124 589 646;0;1 124 589 646;1 124 589 646;0;1 124 589 646
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;22;2;10;Justice;797 708 458;0;797 708 458;0;0;0;0;0;797 708 458;0;797 708 458;797 708 458;0;797 708 458
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;23;2;10;Justice;8 066 947;0;8 066 947;0;0;0;0;0;8 066 947;0;8 066 947;8 066 947;0;8 066 947
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;31;3;10;Justice;0;259 001 030;0;258 341 999;0;0;0;0;0;259 001 030;259 001 030;0;258 341 999;258 341 999
Justice;JA;BG;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;51;5;10;Justice;0;1 214 030 000;0;555 829 597;0;0;0;0;0;1 214 030 000;1 214 030 000;0;555 829 597;555 829 597
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;21;2;10;Justice;333 165 808;0;333 165 808;0;0;0;0;0;333 165 808;0;333 165 808;333 165 808;0;333 165 808
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;22;2;10;Justice;237 059 953;0;237 059 953;0;0;0;0;0;237 059 953;0;237 059 953;237 059 953;0;237 059 953
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;23;2;10;Justice;2 397 305;0;2 397 305;0;0;0;0;0;2 397 305;0;2 397 305;2 397 305;0;2 397 305
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;31;3;10;Justice;0;1 885 332 698;0;559 243 352;0;0;0;0;0;1 885 332 698;1 885 332 698;0;559 243 352;559 243 352
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;61;6;10;Justice;0;3 674 483;0;3 674 483;0;0;0;0;0;3 674 483;3 674 483;0;3 674 483;3 674 483
Justice;JA;BG;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;64;6;10;Justice;0;10 057 931;0;10 057 931;0;0;0;0;0;10 057 931;10 057 931;0;10 057 931;10 057 931
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;21;2;10;Justice;143 983 693;0;143 983 693;0;0;0;0;0;143 983 693;0;143 983 693;143 983 693;0;143 983 693
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;22;2;10;Justice;102 449 791;0;102 449 791;0;0;0;0;0;102 449 791;0;102 449 791;102 449 791;0;102 449 791
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;23;2;10;Justice;1 036 040;0;1 036 040;0;0;0;0;0;1 036 040;0;1 036 040;1 036 040;0;1 036 040
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;31;3;10;Justice;0;111 372 658;0;96 842 632;0;0;0;0;0;111 372 658;111 372 658;0;96 842 632;96 842 632
Justice;JA;BG;107;Administration pénitentiaire;04;Soutien et formation;;;32;3;10;Justice;0;33 158 144;0;33 158 144;0;0;0;0;0;33 158 144;33 158 144;0;33 158 144;33 158 144
Cohésion des territoires;VA;BG;109;Aide à l'accès au logement;01;Aides personnelles;;;61;6;23;Transition écologique;0;12 467 000 000;0;12 467 000 000;0;-40 000 000;0;-40 000 000;0;12 427 000 000;12 427 000 000;0;12 427 000 000;12 427 000 000
Cohésion des territoires;VA;BG;109;Aide à l'accès au logement;02;Information relative au logement et accompagnement des publics en difficulté;;;64;6;23;Transition écologique;0;8 400 000;0;8 400 000;0;2 900 000;0;2 900 000;0;11 300 000;11 300 000;0;11 300 000;11 300 000
Cohésion des territoires;VA;BG;109;Aide à l'accès au logement;03;Sécurisation des risques locatifs;;;62;6;23;Transition écologique;0;1 000 000;0;1 000 000;0;0;0;0;0;1 000 000;1 000 000;0;1 000 000;1 000 000
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;64;6;7;Économie, finances et relance;0;139 100 000;0;345 336 596;0;0;0;0;0;139 100 000;139 100 000;0;345 336 596;345 336 596
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;73;7;7;Économie, finances et relance;0;80 000 000;0;623 119 337;0;0;0;0;0;80 000 000;80 000 000;0;623 119 337;623 119 337
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;31;3;7;Économie, finances et relance;0;14 350 000;0;14 350 000;0;0;0;0;0;14 350 000;14 350 000;0;14 350 000;14 350 000
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;62;6;7;Économie, finances et relance;0;7 820 000;0;6 665 000;0;0;0;0;0;7 820 000;7 820 000;0;6 665 000;6 665 000
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;63;6;7;Économie, finances et relance;0;0;0;4 338 430;0;0;0;0;0;0;0;0;4 338 430;4 338 430
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;64;6;7;Économie, finances et relance;0;1 150 500 000;0;383 861 436;0;-10 000 000;0;-10 000 000;0;1 140 500 000;1 140 500 000;0;373 861 436;373 861 436
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;03;Traitement de la dette des pays pauvres;;;64;6;7;Économie, finances et relance;0;0;0;382 427;0;0;0;0;0;0;0;0;382 427;382 427
Aide publique au développement;AD;BG;110;Aide économique et financière au développement;03;Traitement de la dette des pays pauvres;;;73;7;7;Économie, finances et relance;0;0;0;96 902 780;0;0;0;0;0;0;0;0;96 902 780;96 902 780
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;32;3;36;Travail, emploi et insertion;0;18 105 000;0;18 105 000;0;0;0;0;0;18 105 000;18 105 000;0;18 105 000;18 105 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;62;6;36;Travail, emploi et insertion;0;2 000 000;0;2 000 000;0;0;0;0;0;2 000 000;2 000 000;0;2 000 000;2 000 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;64;6;36;Travail, emploi et insertion;0;3 750 000;0;4 050 000;0;0;0;0;0;3 750 000;3 750 000;0;4 050 000;4 050 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;31;3;36;Travail, emploi et insertion;0;1 794 879;0;1 794 879;0;0;0;0;0;1 794 879;1 794 879;0;1 794 879;1 794 879
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;61;6;36;Travail, emploi et insertion;0;600 000;0;600 000;0;0;0;0;0;600 000;600 000;0;600 000;600 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;62;6;36;Travail, emploi et insertion;0;572 000;0;572 000;0;0;0;0;0;572 000;572 000;0;572 000;572 000
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;02;Qualité et effectivité du droit;;;64;6;36;Travail, emploi et insertion;0;14 618 142;0;14 618 142;0;0;0;0;0;14 618 142;14 618 142;0;14 618 142;14 618 142
